,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CHH.Fvb4,context,group
1,Fvb4,1,50000,50000,*,6569,242123,0.00321864170763827,CHH,AK_FK
2,Fvb4,50001,100000,50000,*,13599,176951,0.00296834376880016,CHH,AK_FK
3,Fvb4,100001,150000,50000,*,11208,206274,0.002946423313817,CHH,AK_FK
4,Fvb4,150001,200000,50000,*,7466,197732,-0.00116392040582888,CHH,AK_FK
5,Fvb4,200001,250000,50000,*,7214,242401,-0.00239160745550961,CHH,AK_FK
6,Fvb4,250001,300000,50000,*,9853,225513,0.00590680698838079,CHH,AK_FK
7,Fvb4,300001,350000,50000,*,6834,224965,-6.81184322535375e-05,CHH,AK_FK
8,Fvb4,350001,400000,50000,*,6460,213751,0.00584865748252191,CHH,AK_FK
9,Fvb4,400001,450000,50000,*,5953,248481,-0.00302947294730886,CHH,AK_FK
10,Fvb4,450001,500000,50000,*,6401,280187,0.00152040502438474,CHH,AK_FK
11,Fvb4,500001,550000,50000,*,12251,182708,0.0146218360053054,CHH,AK_FK
12,Fvb4,550001,600000,50000,*,10190,226002,0.00356317703721092,CHH,AK_FK
13,Fvb4,600001,650000,50000,*,7649,228627,0.00249241830203977,CHH,AK_FK
14,Fvb4,650001,700000,50000,*,9860,205594,0.00554659570542453,CHH,AK_FK
15,Fvb4,700001,750000,50000,*,8638,238923,0.00353096374949177,CHH,AK_FK
16,Fvb4,750001,800000,50000,*,5447,173255,-0.0065011713001318,CHH,AK_FK
17,Fvb4,800001,850000,50000,*,388,11368,-0.0232042966067418,CHH,AK_FK
18,Fvb4,850001,900000,50000,*,424,2626,0.0609204578124649,CHH,AK_FK
19,Fvb4,900001,950000,50000,*,267,3643,-0.0184576125009342,CHH,AK_FK
20,Fvb4,950001,1000000,50000,*,9392,224592,0.00288270962412437,CHH,AK_FK
21,Fvb4,1000001,1050000,50000,*,8486,236586,0.00381746317822507,CHH,AK_FK
22,Fvb4,1050001,1100000,50000,*,9131,236428,0.00674266590683113,CHH,AK_FK
23,Fvb4,1100001,1150000,50000,*,5842,178649,-0.00546552868571639,CHH,AK_FK
24,Fvb4,1150001,1200000,50000,*,6132,145260,-0.0206900116034447,CHH,AK_FK
25,Fvb4,1200001,1250000,50000,*,11949,154904,-0.00752395336541573,CHH,AK_FK
26,Fvb4,1250001,1300000,50000,*,6584,198140,-0.0100262554492645,CHH,AK_FK
27,Fvb4,1300001,1350000,50000,*,6050,193452,-0.000915917553886023,CHH,AK_FK
28,Fvb4,1350001,1400000,50000,*,6373,242826,-0.000860853027379836,CHH,AK_FK
29,Fvb4,1400001,1450000,50000,*,8483,242892,0.00241125605524828,CHH,AK_FK
30,Fvb4,1450001,1500000,50000,*,10814,231358,0.00696590647251263,CHH,AK_FK
31,Fvb4,1500001,1550000,50000,*,11360,240478,0.00467151797178217,CHH,AK_FK
32,Fvb4,1550001,1600000,50000,*,6162,244304,0.000217522241087627,CHH,AK_FK
33,Fvb4,1600001,1650000,50000,*,9365,193138,0.00118641106694099,CHH,AK_FK
34,Fvb4,1650001,1700000,50000,*,14106,222662,0.000401097997822869,CHH,AK_FK
35,Fvb4,1700001,1750000,50000,*,11109,169274,0.00309408219830205,CHH,AK_FK
36,Fvb4,1750001,1800000,50000,*,7743,234662,0.00629213453301273,CHH,AK_FK
37,Fvb4,1800001,1850000,50000,*,11128,203512,-3.57015793652909e-05,CHH,AK_FK
38,Fvb4,1850001,1900000,50000,*,13246,138718,0.00249783851034223,CHH,AK_FK
39,Fvb4,1900001,1950000,50000,*,9810,215967,-0.000913529230393437,CHH,AK_FK
40,Fvb4,1950001,2000000,50000,*,16148,159794,0.0360410652234107,CHH,AK_FK
41,Fvb4,2000001,2050000,50000,*,11044,239026,0.00237935040102864,CHH,AK_FK
42,Fvb4,2050001,2100000,50000,*,10226,235136,0.000267096778086201,CHH,AK_FK
43,Fvb4,2100001,2150000,50000,*,12498,251523,-0.00145535901317574,CHH,AK_FK
44,Fvb4,2150001,2200000,50000,*,12984,200435,0.00711395116359911,CHH,AK_FK
45,Fvb4,2200001,2250000,50000,*,10547,216407,0.0132696316703977,CHH,AK_FK
46,Fvb4,2250001,2300000,50000,*,7360,240798,0.00430415383625828,CHH,AK_FK
47,Fvb4,2300001,2350000,50000,*,9291,163387,0.0042476008398492,CHH,AK_FK
48,Fvb4,2350001,2400000,50000,*,11538,191664,0.00477482344909176,CHH,AK_FK
