,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CHH.Fvb2,context,group
1,Fvb2,1,50000,50000,*,6579,70496,0.014088957277679,CHH,AK_FK
2,Fvb2,50001,100000,50000,*,8295,128912,0.00520765809083314,CHH,AK_FK
3,Fvb2,100001,150000,50000,*,13280,123204,0.00722414493052555,CHH,AK_FK
4,Fvb2,150001,200000,50000,*,16088,221378,-0.00210197883773616,CHH,AK_FK
5,Fvb2,200001,250000,50000,*,9906,207684,-0.000840279617411413,CHH,AK_FK
6,Fvb2,250001,300000,50000,*,13007,210047,0.00520224706877662,CHH,AK_FK
7,Fvb2,300001,350000,50000,*,12315,189299,0.00346662683866672,CHH,AK_FK
8,Fvb2,350001,400000,50000,*,15022,246694,-0.00260498339073133,CHH,AK_FK
9,Fvb2,400001,450000,50000,*,10399,230762,0.00939495552176983,CHH,AK_FK
10,Fvb2,450001,500000,50000,*,19588,209003,-0.00617509178638641,CHH,AK_FK
11,Fvb2,500001,550000,50000,*,4074,198834,0.00370200282138953,CHH,AK_FK
12,Fvb2,550001,600000,50000,*,4723,265427,0.0125196775441179,CHH,AK_FK
13,Fvb2,600001,650000,50000,*,9337,203959,0.00230140064988356,CHH,AK_FK
14,Fvb2,650001,700000,50000,*,14310,183108,0.016112048533678,CHH,AK_FK
15,Fvb2,700001,750000,50000,*,11195,174856,0.0101221004164828,CHH,AK_FK
16,Fvb2,750001,800000,50000,*,7469,240389,0.00430067540769132,CHH,AK_FK
17,Fvb2,800001,850000,50000,*,11479,199713,0.0107415751395537,CHH,AK_FK
18,Fvb2,850001,900000,50000,*,7536,158581,-0.00151131728861977,CHH,AK_FK
19,Fvb2,900001,950000,50000,*,15200,173174,0.0189013959959033,CHH,AK_FK
20,Fvb2,950001,1000000,50000,*,2959,121254,0.0106037769407684,CHH,AK_FK
21,Fvb2,1000001,1050000,50000,*,803,104720,-0.0107132182006382,CHH,AK_FK
22,Fvb2,1050001,1100000,50000,*,7133,107109,0.0227616661324252,CHH,AK_FK
23,Fvb2,1100001,1150000,50000,*,7744,192424,-0.00740371404975592,CHH,AK_FK
24,Fvb2,1150001,1200000,50000,*,3712,169009,-0.0106526529442871,CHH,AK_FK
25,Fvb2,1200001,1250000,50000,*,4568,186054,0.00258235160699894,CHH,AK_FK
26,Fvb2,1250001,1300000,50000,*,4318,255542,-0.000804500410038871,CHH,AK_FK
27,Fvb2,1300001,1350000,50000,*,7490,219367,0.00238213332996283,CHH,AK_FK
28,Fvb2,1350001,1400000,50000,*,13280,207528,-0.00654798801045117,CHH,AK_FK
29,Fvb2,1400001,1450000,50000,*,7454,187679,-0.000532598307097266,CHH,AK_FK
30,Fvb2,1450001,1500000,50000,*,9659,226722,-0.00442222922766349,CHH,AK_FK
31,Fvb2,1500001,1550000,50000,*,6218,232543,0.00320990651237992,CHH,AK_FK
32,Fvb2,1550001,1600000,50000,*,8215,122909,0.00735082340931988,CHH,AK_FK
33,Fvb2,1600001,1650000,50000,*,8351,166265,-0.00114032538950393,CHH,AK_FK
34,Fvb2,1650001,1700000,50000,*,3408,197561,-0.00100201077084093,CHH,AK_FK
35,Fvb2,1700001,1750000,50000,*,5883,222083,0.00316976248989154,CHH,AK_FK
36,Fvb2,1750001,1800000,50000,*,5790,156662,0.000223223066235345,CHH,AK_FK
37,Fvb2,1800001,1850000,50000,*,8612,235703,0.00255755830896679,CHH,AK_FK
38,Fvb2,1850001,1900000,50000,*,9743,167680,-0.00655079404171505,CHH,AK_FK
39,Fvb2,1900001,1950000,50000,*,5589,185736,0.00425474412952629,CHH,AK_FK
40,Fvb2,1950001,2000000,50000,*,6069,92551,-0.00566524442381756,CHH,AK_FK
41,Fvb2,2000001,2050000,50000,*,9716,180743,-0.00265411407054177,CHH,AK_FK
42,Fvb2,2050001,2100000,50000,*,10360,185592,0.0095812539421562,CHH,AK_FK
43,Fvb2,2100001,2150000,50000,*,9846,186799,-0.0107921519805542,CHH,AK_FK
44,Fvb2,2150001,2200000,50000,*,6427,232957,-0.000856205852550668,CHH,AK_FK
45,Fvb2,2200001,2250000,50000,*,11568,131366,0.00514457405312349,CHH,AK_FK
46,Fvb2,2250001,2300000,50000,*,7842,183341,0.000261104326412839,CHH,AK_FK
47,Fvb2,2300001,2350000,50000,*,6951,216021,-0.00743319922559731,CHH,AK_FK
48,Fvb2,2350001,2400000,50000,*,6120,236586,0.0169293804175385,CHH,AK_FK
49,Fvb2,2400001,2450000,50000,*,4254,229805,0.00540759357321418,CHH,AK_FK
50,Fvb2,2450001,2500000,50000,*,6847,95329,0.010175651365985,CHH,AK_FK
51,Fvb2,2500001,2550000,50000,*,13981,179813,0.0060974692834032,CHH,AK_FK
52,Fvb2,2550001,2600000,50000,*,13041,229972,0.00138032493861123,CHH,AK_FK
53,Fvb2,2600001,2650000,50000,*,14460,199480,0.00143966946506008,CHH,AK_FK
54,Fvb2,2650001,2700000,50000,*,391,6897,-0.00506640465044356,CHH,AK_FK
55,Fvb2,2700001,2750000,50000,*,1571,34299,0.0144872951643519,CHH,AK_FK
56,Fvb2,2750001,2800000,50000,*,2126,25785,0.0359936104515841,CHH,AK_FK
57,Fvb2,2800001,2850000,50000,*,9126,208820,0.00920092099114087,CHH,AK_FK
58,Fvb2,2850001,2900000,50000,*,10270,240151,0.00277691004990139,CHH,AK_FK
59,Fvb2,2900001,2950000,50000,*,7627,236163,0.00597210042608331,CHH,AK_FK
60,Fvb2,2950001,3000000,50000,*,5308,220128,0.0006136532539056,CHH,AK_FK
61,Fvb2,3000001,3050000,50000,*,10626,229671,0.0112879296667637,CHH,AK_FK
62,Fvb2,3050001,3100000,50000,*,10972,210007,-0.00266697147129685,CHH,AK_FK
63,Fvb2,3100001,3150000,50000,*,6702,223382,0.00317113437927893,CHH,AK_FK
64,Fvb2,3150001,3200000,50000,*,14729,217671,0.00688436429461999,CHH,AK_FK
65,Fvb2,3200001,3250000,50000,*,8016,223059,0.0033721878336846,CHH,AK_FK
66,Fvb2,3250001,3300000,50000,*,4620,250950,-0.00114763863766271,CHH,AK_FK
67,Fvb2,3300001,3350000,50000,*,9663,226620,0.00627845629816314,CHH,AK_FK
68,Fvb2,3350001,3400000,50000,*,5503,236820,0.00142656166079251,CHH,AK_FK
69,Fvb2,3400001,3450000,50000,*,8571,245048,0.00817180573588498,CHH,AK_FK
70,Fvb2,3450001,3500000,50000,*,11338,198799,0.00433061030770649,CHH,AK_FK
71,Fvb2,3500001,3550000,50000,*,7885,240134,3.48270095670358e-05,CHH,AK_FK
72,Fvb2,3550001,3600000,50000,*,11584,182147,0.000556072185702361,CHH,AK_FK
73,Fvb2,3600001,3650000,50000,*,13006,215840,0.0109777843062531,CHH,AK_FK
74,Fvb2,3650001,3700000,50000,*,8064,237873,0.00605811420052515,CHH,AK_FK
75,Fvb2,3700001,3750000,50000,*,2726,157161,-0.0188611998777047,CHH,AK_FK
76,Fvb2,3750001,3800000,50000,*,746,37695,-0.020677021574883,CHH,AK_FK
77,Fvb2,3800001,3850000,50000,*,851,14239,-0.0192482398934083,CHH,AK_FK
78,Fvb2,3850001,3900000,50000,*,8957,166894,-0.000320200110872707,CHH,AK_FK
79,Fvb2,3900001,3950000,50000,*,16323,186186,-0.000896373876806647,CHH,AK_FK
80,Fvb2,3950001,4000000,50000,*,7839,119170,-0.00936900187716357,CHH,AK_FK
81,Fvb2,4000001,4050000,50000,*,4360,240916,0.00229106822886502,CHH,AK_FK
82,Fvb2,4050001,4100000,50000,*,7926,168162,-0.00219431525691463,CHH,AK_FK
83,Fvb2,4100001,4150000,50000,*,11414,203025,0.00066269123347247,CHH,AK_FK
