,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CHH.Fvb7,context,group
1,Fvb7,1,50000,50000,*,38,547,-0.185117320497124,CHH,AL_FL
2,Fvb7,50001,100000,50000,*,0,0,NA,CHH,AL_FL
3,Fvb7,100001,150000,50000,*,0,0,NA,CHH,AL_FL
4,Fvb7,150001,200000,50000,*,0,0,NA,CHH,AL_FL
5,Fvb7,200001,250000,50000,*,0,0,NA,CHH,AL_FL
6,Fvb7,250001,300000,50000,*,0,0,NA,CHH,AL_FL
7,Fvb7,300001,350000,50000,*,0,0,NA,CHH,AL_FL
8,Fvb7,350001,400000,50000,*,0,0,NA,CHH,AL_FL
9,Fvb7,400001,450000,50000,*,0,0,NA,CHH,AL_FL
10,Fvb7,450001,500000,50000,*,0,0,NA,CHH,AL_FL
11,Fvb7,500001,550000,50000,*,0,0,NA,CHH,AL_FL
12,Fvb7,550001,600000,50000,*,4,56,NA,CHH,AL_FL
13,Fvb7,600001,650000,50000,*,8835,152905,0.00042012090305981,CHH,AL_FL
14,Fvb7,650001,700000,50000,*,5124,163212,0.0064084387715728,CHH,AL_FL
15,Fvb7,700001,750000,50000,*,4959,109724,-0.00213856291221124,CHH,AL_FL
16,Fvb7,750001,800000,50000,*,3244,172517,-0.0236331954519272,CHH,AL_FL
17,Fvb7,800001,850000,50000,*,6290,138924,-0.0114787061565056,CHH,AL_FL
18,Fvb7,850001,900000,50000,*,2938,110594,-0.00949591531109247,CHH,AL_FL
19,Fvb7,900001,950000,50000,*,5968,130322,-0.0130236014755678,CHH,AL_FL
20,Fvb7,950001,1000000,50000,*,6236,122878,-0.00435937085094773,CHH,AL_FL
21,Fvb7,1000001,1050000,50000,*,6253,145646,-0.00756202155923153,CHH,AL_FL
22,Fvb7,1050001,1100000,50000,*,4346,107121,-0.00862189080128142,CHH,AL_FL
23,Fvb7,1100001,1150000,50000,*,5726,172356,-0.00328554878137356,CHH,AL_FL
24,Fvb7,1150001,1200000,50000,*,3164,160096,-0.00161277135145047,CHH,AL_FL
25,Fvb7,1200001,1250000,50000,*,5114,97907,-0.0100566574017689,CHH,AL_FL
26,Fvb7,1250001,1300000,50000,*,11428,137952,0.025937372339266,CHH,AL_FL
27,Fvb7,1300001,1350000,50000,*,4520,159399,-0.00284162239923978,CHH,AL_FL
28,Fvb7,1350001,1400000,50000,*,5144,153520,-0.00487729503305935,CHH,AL_FL
29,Fvb7,1400001,1450000,50000,*,3584,160026,-0.00705967534866511,CHH,AL_FL
30,Fvb7,1450001,1500000,50000,*,4015,132646,-0.00749727318171052,CHH,AL_FL
31,Fvb7,1500001,1550000,50000,*,4259,154368,0.00448303384537179,CHH,AL_FL
32,Fvb7,1550001,1600000,50000,*,4368,194050,-0.00896150910304614,CHH,AL_FL
33,Fvb7,1600001,1650000,50000,*,4233,173622,-0.00425851485386777,CHH,AL_FL
34,Fvb7,1650001,1700000,50000,*,3681,192975,0.000866533988861818,CHH,AL_FL
35,Fvb7,1700001,1750000,50000,*,6801,146042,-0.0060127581373989,CHH,AL_FL
36,Fvb7,1750001,1800000,50000,*,4680,196291,0.00998235451515073,CHH,AL_FL
37,Fvb7,1800001,1850000,50000,*,5440,154853,0.0116132475890107,CHH,AL_FL
38,Fvb7,1850001,1900000,50000,*,5046,159535,-0.00587502516181195,CHH,AL_FL
39,Fvb7,1900001,1950000,50000,*,3391,153969,-0.00322780780355123,CHH,AL_FL
40,Fvb7,1950001,2000000,50000,*,3762,176102,0.0018797922906731,CHH,AL_FL
41,Fvb7,2000001,2050000,50000,*,2751,162831,-0.00910652989412405,CHH,AL_FL
42,Fvb7,2050001,2100000,50000,*,4498,153256,-0.0030799478115715,CHH,AL_FL
43,Fvb7,2100001,2150000,50000,*,5022,124064,-0.0191051438076836,CHH,AL_FL
44,Fvb7,2150001,2200000,50000,*,3473,187492,0.00353409759547164,CHH,AL_FL
45,Fvb7,2200001,2250000,50000,*,6959,137956,-0.00960268762602565,CHH,AL_FL
46,Fvb7,2250001,2300000,50000,*,6949,173827,-0.00193839710612079,CHH,AL_FL
47,Fvb7,2300001,2350000,50000,*,6918,200106,-0.00170853535088717,CHH,AL_FL
48,Fvb7,2350001,2400000,50000,*,2703,158730,0.00214141730118294,CHH,AL_FL
49,Fvb7,2400001,2450000,50000,*,4865,189856,-0.00452856916088756,CHH,AL_FL
50,Fvb7,2450001,2500000,50000,*,6514,151356,-0.0133637272112158,CHH,AL_FL
51,Fvb7,2500001,2550000,50000,*,5005,162440,-0.0119919444992161,CHH,AL_FL
52,Fvb7,2550001,2600000,50000,*,8933,172202,0.00121914074120327,CHH,AL_FL
53,Fvb7,2600001,2650000,50000,*,5627,196918,0.00016055871814,CHH,AL_FL
54,Fvb7,2650001,2700000,50000,*,4102,191547,0.0095263433519852,CHH,AL_FL
55,Fvb7,2700001,2750000,50000,*,5583,184006,0.000643093671740921,CHH,AL_FL
56,Fvb7,2750001,2800000,50000,*,3715,149602,-0.0113656132284849,CHH,AL_FL
57,Fvb7,2800001,2850000,50000,*,4856,170129,-0.00940394618477772,CHH,AL_FL
58,Fvb7,2850001,2900000,50000,*,4775,114537,-0.0355407104230574,CHH,AL_FL
59,Fvb7,2900001,2950000,50000,*,5788,207372,0.00229171440860013,CHH,AL_FL
60,Fvb7,2950001,3000000,50000,*,5335,172201,-0.000311847057405348,CHH,AL_FL
61,Fvb7,3000001,3050000,50000,*,2576,140574,-0.00928700321322155,CHH,AL_FL
62,Fvb7,3050001,3100000,50000,*,5378,144563,-0.00352840057220936,CHH,AL_FL
63,Fvb7,3100001,3150000,50000,*,4398,175065,-0.00569698248911017,CHH,AL_FL
64,Fvb7,3150001,3200000,50000,*,3427,201623,0.00247358239608416,CHH,AL_FL
65,Fvb7,3200001,3250000,50000,*,5288,155356,0.0015679737202117,CHH,AL_FL
66,Fvb7,3250001,3300000,50000,*,6327,167459,0.00422624184710956,CHH,AL_FL
