,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CHH.Fvb7,context,group
1,Fvb7,1,50000,50000,*,126,723,0.0368566403781155,CHH,AK_FK
2,Fvb7,50001,100000,50000,*,0,0,NA,CHH,AK_FK
3,Fvb7,100001,150000,50000,*,0,0,NA,CHH,AK_FK
4,Fvb7,150001,200000,50000,*,0,0,NA,CHH,AK_FK
5,Fvb7,200001,250000,50000,*,0,0,NA,CHH,AK_FK
6,Fvb7,250001,300000,50000,*,0,0,NA,CHH,AK_FK
7,Fvb7,300001,350000,50000,*,0,0,NA,CHH,AK_FK
8,Fvb7,350001,400000,50000,*,0,0,NA,CHH,AK_FK
9,Fvb7,400001,450000,50000,*,0,0,NA,CHH,AK_FK
10,Fvb7,450001,500000,50000,*,0,0,NA,CHH,AK_FK
11,Fvb7,500001,550000,50000,*,0,0,NA,CHH,AK_FK
12,Fvb7,550001,600000,50000,*,4,34,-0.0641711229946524,CHH,AK_FK
13,Fvb7,600001,650000,50000,*,17030,188007,0.00319759077298266,CHH,AK_FK
14,Fvb7,650001,700000,50000,*,11401,208563,0.0056149820523735,CHH,AK_FK
15,Fvb7,700001,750000,50000,*,11825,140230,0.0128709873092088,CHH,AK_FK
16,Fvb7,750001,800000,50000,*,7669,222033,0.00724940506562257,CHH,AK_FK
17,Fvb7,800001,850000,50000,*,13712,172256,-0.0126315230640588,CHH,AK_FK
18,Fvb7,850001,900000,50000,*,7704,135186,0.00501296049981322,CHH,AK_FK
19,Fvb7,900001,950000,50000,*,11786,160690,-0.000443866972515597,CHH,AK_FK
20,Fvb7,950001,1000000,50000,*,12028,142242,-0.00100745554601946,CHH,AK_FK
21,Fvb7,1000001,1050000,50000,*,12777,180297,0.00152535793847067,CHH,AK_FK
22,Fvb7,1050001,1100000,50000,*,10177,138010,-0.00377708605021916,CHH,AK_FK
23,Fvb7,1100001,1150000,50000,*,11229,214999,0.0056673654695192,CHH,AK_FK
24,Fvb7,1150001,1200000,50000,*,8290,226772,0.0035003473846919,CHH,AK_FK
25,Fvb7,1200001,1250000,50000,*,10171,129512,-0.00726338609059644,CHH,AK_FK
26,Fvb7,1250001,1300000,50000,*,19114,173119,0.0319422694282574,CHH,AK_FK
27,Fvb7,1300001,1350000,50000,*,10001,194622,0.00283706949966613,CHH,AK_FK
28,Fvb7,1350001,1400000,50000,*,10771,190236,0.00133760943591182,CHH,AK_FK
29,Fvb7,1400001,1450000,50000,*,7355,202222,0.00395259947475084,CHH,AK_FK
30,Fvb7,1450001,1500000,50000,*,9040,172507,0.00960332270638625,CHH,AK_FK
31,Fvb7,1500001,1550000,50000,*,8541,209118,0.00472640399025025,CHH,AK_FK
32,Fvb7,1550001,1600000,50000,*,8387,244599,-0.00568986148248031,CHH,AK_FK
33,Fvb7,1600001,1650000,50000,*,8653,220495,0.000476675144006858,CHH,AK_FK
34,Fvb7,1650001,1700000,50000,*,7304,232695,0.00224667896947806,CHH,AK_FK
35,Fvb7,1700001,1750000,50000,*,13832,175154,0.000292578239368665,CHH,AK_FK
36,Fvb7,1750001,1800000,50000,*,8950,226167,0.00122293342409577,CHH,AK_FK
37,Fvb7,1800001,1850000,50000,*,10577,187568,0.00880418653440192,CHH,AK_FK
38,Fvb7,1850001,1900000,50000,*,11415,195062,0.0109998022414868,CHH,AK_FK
39,Fvb7,1900001,1950000,50000,*,7645,202276,0.00211828698734607,CHH,AK_FK
40,Fvb7,1950001,2000000,50000,*,8780,241420,0.000606070983950949,CHH,AK_FK
41,Fvb7,2000001,2050000,50000,*,6044,222861,0.00217635819712195,CHH,AK_FK
42,Fvb7,2050001,2100000,50000,*,8341,188789,0.00164442659157831,CHH,AK_FK
43,Fvb7,2100001,2150000,50000,*,10405,152915,-0.00108037572095052,CHH,AK_FK
44,Fvb7,2150001,2200000,50000,*,5912,241916,0.00112794831921212,CHH,AK_FK
45,Fvb7,2200001,2250000,50000,*,13568,166719,-0.00676270821433776,CHH,AK_FK
46,Fvb7,2250001,2300000,50000,*,12987,215877,0.00137041560481303,CHH,AK_FK
47,Fvb7,2300001,2350000,50000,*,12497,265123,0.00108255279560493,CHH,AK_FK
48,Fvb7,2350001,2400000,50000,*,6112,212521,-0.00197523028019173,CHH,AK_FK
49,Fvb7,2400001,2450000,50000,*,8843,238922,-0.00117422088593724,CHH,AK_FK
50,Fvb7,2450001,2500000,50000,*,12379,182847,-0.00168946178594012,CHH,AK_FK
51,Fvb7,2500001,2550000,50000,*,9428,200287,-0.00363365943963109,CHH,AK_FK
52,Fvb7,2550001,2600000,50000,*,15341,205641,0.000539360542069545,CHH,AK_FK
53,Fvb7,2600001,2650000,50000,*,11648,230038,0.00838058057501937,CHH,AK_FK
54,Fvb7,2650001,2700000,50000,*,8218,233734,0.00632303796854134,CHH,AK_FK
55,Fvb7,2700001,2750000,50000,*,10760,223759,-0.000309536143003379,CHH,AK_FK
56,Fvb7,2750001,2800000,50000,*,7402,186729,0.00233694702686596,CHH,AK_FK
57,Fvb7,2800001,2850000,50000,*,10068,216078,0.00224128324525398,CHH,AK_FK
58,Fvb7,2850001,2900000,50000,*,8769,137398,-0.000197910771674831,CHH,AK_FK
59,Fvb7,2900001,2950000,50000,*,11411,262577,0.00724848174242419,CHH,AK_FK
60,Fvb7,2950001,3000000,50000,*,9566,204216,-0.000331482861977664,CHH,AK_FK
61,Fvb7,3000001,3050000,50000,*,6150,178432,-0.00367513556346647,CHH,AK_FK
62,Fvb7,3050001,3100000,50000,*,10063,183780,0.0045643436722963,CHH,AK_FK
63,Fvb7,3100001,3150000,50000,*,10127,215254,0.00541627723103744,CHH,AK_FK
64,Fvb7,3150001,3200000,50000,*,7239,256642,0.00352407154904849,CHH,AK_FK
65,Fvb7,3200001,3250000,50000,*,10322,193839,0.00405968242264022,CHH,AK_FK
66,Fvb7,3250001,3300000,50000,*,11535,214292,0.000994097555436765,CHH,AK_FK
67,Fvb7,3300001,3350000,50000,*,12866,185467,-0.0010812376882478,CHH,AK_FK
68,Fvb7,3350001,3400000,50000,*,15607,207906,0.00427882519601065,CHH,AK_FK
69,Fvb7,3400001,3450000,50000,*,4391,245773,0.000462350304567982,CHH,AK_FK
70,Fvb7,3450001,3500000,50000,*,16048,214270,0.00163743180930534,CHH,AK_FK
71,Fvb7,3500001,3550000,50000,*,9197,200878,-6.51322314370664e-05,CHH,AK_FK
72,Fvb7,3550001,3600000,50000,*,13699,201984,0.00464008316426558,CHH,AK_FK
73,Fvb7,3600001,3650000,50000,*,7461,197982,0.00333004569899804,CHH,AK_FK
74,Fvb7,3650001,3700000,50000,*,14379,204233,-0.0015601790227429,CHH,AK_FK
75,Fvb7,3700001,3750000,50000,*,17247,204817,-0.00308250697074047,CHH,AK_FK
76,Fvb7,3750001,3800000,50000,*,10970,195886,-0.00222748578628492,CHH,AK_FK
77,Fvb7,3800001,3850000,50000,*,12097,223049,-0.00700685050537955,CHH,AK_FK
78,Fvb7,3850001,3900000,50000,*,8046,198988,-0.00609107055283756,CHH,AK_FK
79,Fvb7,3900001,3950000,50000,*,15909,203133,-0.0069805550595378,CHH,AK_FK
80,Fvb7,3950001,4000000,50000,*,5381,201640,-0.00289818267430368,CHH,AK_FK
81,Fvb7,4000001,4050000,50000,*,13206,141494,-0.0039725315230516,CHH,AK_FK
82,Fvb7,4050001,4100000,50000,*,15362,190866,-0.0064162104190207,CHH,AK_FK
83,Fvb7,4100001,4150000,50000,*,8941,98127,-0.0224572910429999,CHH,AK_FK
84,Fvb7,4150001,4200000,50000,*,15822,195175,-0.00277084368522654,CHH,AK_FK
85,Fvb7,4200001,4250000,50000,*,7670,202733,0.00274702978204916,CHH,AK_FK
86,Fvb7,4250001,4300000,50000,*,5709,227255,-0.000309083519545759,CHH,AK_FK
