,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CHG.Fvb3,context,group
1,Fvb3,1,50000,50000,*,10530,53003,0.0335069038691276,CHG,AK_FK
2,Fvb3,50001,100000,50000,*,1625,73935,0.00620735776535948,CHG,AK_FK
3,Fvb3,100001,150000,50000,*,2159,64175,0.00945489349551407,CHG,AK_FK
4,Fvb3,150001,200000,50000,*,1727,70816,0.00116171230034167,CHG,AK_FK
5,Fvb3,200001,250000,50000,*,2105,61155,-0.00451446343378887,CHG,AK_FK
6,Fvb3,250001,300000,50000,*,2393,63616,0.0191337815881902,CHG,AK_FK
7,Fvb3,300001,350000,50000,*,3926,57660,-0.0462503694486652,CHG,AK_FK
8,Fvb3,350001,400000,50000,*,4582,53808,-0.0887151672432144,CHG,AK_FK
9,Fvb3,400001,450000,50000,*,2472,61465,0.0146129215752706,CHG,AK_FK
10,Fvb3,450001,500000,50000,*,2317,70088,0.0119469847477147,CHG,AK_FK
11,Fvb3,500001,550000,50000,*,3236,59901,0.00905854888765321,CHG,AK_FK
12,Fvb3,550001,600000,50000,*,13208,61297,0.0299153360923055,CHG,AK_FK
13,Fvb3,600001,650000,50000,*,9319,48187,-0.00485582881513102,CHG,AK_FK
14,Fvb3,650001,700000,50000,*,8936,61830,0.0119156168739501,CHG,AK_FK
15,Fvb3,700001,750000,50000,*,5279,63791,-0.00152197404553488,CHG,AK_FK
16,Fvb3,750001,800000,50000,*,1387,60565,-0.00129436080864096,CHG,AK_FK
17,Fvb3,800001,850000,50000,*,16476,52027,0.0481895465646311,CHG,AK_FK
18,Fvb3,850001,900000,50000,*,2059,62909,0.00614910693403276,CHG,AK_FK
19,Fvb3,900001,950000,50000,*,3862,51059,0.00684462686092138,CHG,AK_FK
20,Fvb3,950001,1000000,50000,*,1196,68308,0.00492151755254174,CHG,AK_FK
21,Fvb3,1000001,1050000,50000,*,4530,57076,-0.00853817740843775,CHG,AK_FK
22,Fvb3,1050001,1100000,50000,*,2368,48130,0.00401068637192715,CHG,AK_FK
23,Fvb3,1100001,1150000,50000,*,2071,27821,0.0320470581660489,CHG,AK_FK
24,Fvb3,1150001,1200000,50000,*,1795,68425,0.00300664397126643,CHG,AK_FK
25,Fvb3,1200001,1250000,50000,*,843,62449,0.00472848418061331,CHG,AK_FK
26,Fvb3,1250001,1300000,50000,*,3722,57121,0.0187020337346533,CHG,AK_FK
27,Fvb3,1300001,1350000,50000,*,9175,66578,0.0650764174426286,CHG,AK_FK
28,Fvb3,1350001,1400000,50000,*,1304,61259,0.00599983448326577,CHG,AK_FK
29,Fvb3,1400001,1450000,50000,*,3892,57416,0.0550086569471246,CHG,AK_FK
30,Fvb3,1450001,1500000,50000,*,973,35186,-0.0281415530580258,CHG,AK_FK
31,Fvb3,1500001,1550000,50000,*,5860,29302,-0.0820695789516093,CHG,AK_FK
32,Fvb3,1550001,1600000,50000,*,852,60853,0.00280442042987484,CHG,AK_FK
33,Fvb3,1600001,1650000,50000,*,2010,49435,-0.0994990784560998,CHG,AK_FK
34,Fvb3,1650001,1700000,50000,*,5440,44862,-0.0478579736461132,CHG,AK_FK
35,Fvb3,1700001,1750000,50000,*,3835,57799,0.0115704091233945,CHG,AK_FK
36,Fvb3,1750001,1800000,50000,*,6961,59501,-0.00750728398199196,CHG,AK_FK
37,Fvb3,1800001,1850000,50000,*,6571,61600,0.0223549174376541,CHG,AK_FK
38,Fvb3,1850001,1900000,50000,*,1130,59365,-0.00223098645990923,CHG,AK_FK
39,Fvb3,1900001,1950000,50000,*,2110,42012,-0.0232279761271369,CHG,AK_FK
40,Fvb3,1950001,2000000,50000,*,4388,54436,-0.0256099167962139,CHG,AK_FK
41,Fvb3,2000001,2050000,50000,*,5357,45235,-0.00150085057129658,CHG,AK_FK
42,Fvb3,2050001,2100000,50000,*,1895,57874,0.00117391067486021,CHG,AK_FK
43,Fvb3,2100001,2150000,50000,*,4553,55014,0.012868278690351,CHG,AK_FK
44,Fvb3,2150001,2200000,50000,*,7476,49145,0.0508969478299705,CHG,AK_FK
45,Fvb3,2200001,2250000,50000,*,3796,53298,0.0043089957556469,CHG,AK_FK
46,Fvb3,2250001,2300000,50000,*,2711,55188,0.00169557608024023,CHG,AK_FK
47,Fvb3,2300001,2350000,50000,*,7242,64467,0.0211898285613472,CHG,AK_FK
48,Fvb3,2350001,2400000,50000,*,2220,29588,0.0193061064349407,CHG,AK_FK
49,Fvb3,2400001,2450000,50000,*,17593,36652,0.00364617527848288,CHG,AK_FK
50,Fvb3,2450001,2500000,50000,*,7114,58807,0.0187590220520678,CHG,AK_FK
51,Fvb3,2500001,2550000,50000,*,6634,54437,0.0209655358474785,CHG,AK_FK
52,Fvb3,2550001,2600000,50000,*,4617,58780,0.0100280589545812,CHG,AK_FK
53,Fvb3,2600001,2650000,50000,*,2987,59325,0.00662621392404085,CHG,AK_FK
54,Fvb3,2650001,2700000,50000,*,2430,60048,0.00532563493225713,CHG,AK_FK
55,Fvb3,2700001,2750000,50000,*,432,30414,-0.00110043996814242,CHG,AK_FK
56,Fvb3,2750001,2800000,50000,*,5398,50793,0.0260594172529187,CHG,AK_FK
57,Fvb3,2800001,2850000,50000,*,1706,62220,0.00267760942412566,CHG,AK_FK
58,Fvb3,2850001,2900000,50000,*,1844,61537,-0.0105377481091458,CHG,AK_FK
59,Fvb3,2900001,2950000,50000,*,880,60080,-0.00180863087994875,CHG,AK_FK
60,Fvb3,2950001,3000000,50000,*,1152,59127,0.00396634504816333,CHG,AK_FK
61,Fvb3,3000001,3050000,50000,*,2482,61030,0.00410731477994208,CHG,AK_FK
62,Fvb3,3050001,3100000,50000,*,14141,41695,0.00847099268953833,CHG,AK_FK
63,Fvb3,3100001,3150000,50000,*,5638,44360,-0.0323724008018669,CHG,AK_FK
64,Fvb3,3150001,3200000,50000,*,3228,45858,-0.00412485424759415,CHG,AK_FK
65,Fvb3,3200001,3250000,50000,*,3159,46901,0.0171857338481658,CHG,AK_FK
66,Fvb3,3250001,3300000,50000,*,3057,56635,0.00865897645522602,CHG,AK_FK
67,Fvb3,3300001,3350000,50000,*,2234,36198,8.24202364499427e-05,CHG,AK_FK
68,Fvb3,3350001,3400000,50000,*,5507,50345,0.0224796722267253,CHG,AK_FK
69,Fvb3,3400001,3450000,50000,*,5770,56328,0.0230869864355284,CHG,AK_FK
70,Fvb3,3450001,3500000,50000,*,5121,57365,0.0061183884953811,CHG,AK_FK
71,Fvb3,3500001,3550000,50000,*,1859,68895,0.00875696935203965,CHG,AK_FK
72,Fvb3,3550001,3600000,50000,*,5850,50818,0.0114754433612936,CHG,AK_FK
73,Fvb3,3600001,3650000,50000,*,4568,67370,0.0137970928888054,CHG,AK_FK
74,Fvb3,3650001,3700000,50000,*,5167,64018,0.00986606160182263,CHG,AK_FK
75,Fvb3,3700001,3750000,50000,*,5271,52481,0.0485268192863371,CHG,AK_FK
76,Fvb3,3750001,3800000,50000,*,5217,60411,0.0132890821155065,CHG,AK_FK
77,Fvb3,3800001,3850000,50000,*,10865,58168,0.0579134269729951,CHG,AK_FK
78,Fvb3,3850001,3900000,50000,*,10037,44160,-0.00608053968121916,CHG,AK_FK
79,Fvb3,3900001,3950000,50000,*,8006,60148,0.0147221502033518,CHG,AK_FK
80,Fvb3,3950001,4000000,50000,*,8324,49482,0.0521344213995306,CHG,AK_FK
81,Fvb3,4000001,4050000,50000,*,6304,37586,-0.0638022721023106,CHG,AK_FK
82,Fvb3,4050001,4100000,50000,*,14622,33378,0.112212293653006,CHG,AK_FK
83,Fvb3,4100001,4150000,50000,*,9322,48814,-0.128617825121152,CHG,AK_FK
84,Fvb3,4150001,4200000,50000,*,10624,52278,0.187459911837457,CHG,AK_FK
85,Fvb3,4200001,4250000,50000,*,5484,47944,0.0203652585503291,CHG,AK_FK
