,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CHG.Fvb2,context,group
1,Fvb2,1,50000,50000,*,6444,15789,0.0515022774761749,CHG,AL_FL
2,Fvb2,50001,100000,50000,*,6727,21990,0.02477782282327,CHG,AL_FL
3,Fvb2,100001,150000,50000,*,13632,21395,0.093894567613923,CHG,AL_FL
4,Fvb2,150001,200000,50000,*,13160,34133,0.0529897332725499,CHG,AL_FL
5,Fvb2,200001,250000,50000,*,10251,35949,0.0089108741988535,CHG,AL_FL
6,Fvb2,250001,300000,50000,*,10720,38057,0.110232382314938,CHG,AL_FL
7,Fvb2,300001,350000,50000,*,14082,34349,0.0282415166461005,CHG,AL_FL
8,Fvb2,350001,400000,50000,*,12311,39953,-0.00382466144130839,CHG,AL_FL
9,Fvb2,400001,450000,50000,*,9423,45567,0.0622047968480467,CHG,AL_FL
10,Fvb2,450001,500000,50000,*,18815,33844,0.161178813225604,CHG,AL_FL
11,Fvb2,500001,550000,50000,*,2968,38516,0.032220206385633,CHG,AL_FL
12,Fvb2,550001,600000,50000,*,2898,43871,0.0577829786476147,CHG,AL_FL
13,Fvb2,600001,650000,50000,*,8005,35763,0.0346002989979151,CHG,AL_FL
14,Fvb2,650001,700000,50000,*,10948,30414,-0.169066452843236,CHG,AL_FL
15,Fvb2,700001,750000,50000,*,6530,28456,-0.055848177317148,CHG,AL_FL
16,Fvb2,750001,800000,50000,*,5451,41477,0.00840061973414308,CHG,AL_FL
17,Fvb2,800001,850000,50000,*,9980,38757,0.00394979049080507,CHG,AL_FL
18,Fvb2,850001,900000,50000,*,8111,30490,0.0233993321779304,CHG,AL_FL
19,Fvb2,900001,950000,50000,*,17893,29151,-0.00645010800589496,CHG,AL_FL
20,Fvb2,950001,1000000,50000,*,3177,21868,-0.0124001120762278,CHG,AL_FL
21,Fvb2,1000001,1050000,50000,*,152,19749,-0.0142655751288157,CHG,AL_FL
22,Fvb2,1050001,1100000,50000,*,4474,17996,-0.0384554436562489,CHG,AL_FL
23,Fvb2,1100001,1150000,50000,*,5483,36879,0.015193026351981,CHG,AL_FL
24,Fvb2,1150001,1200000,50000,*,2884,28277,0.00666891755024301,CHG,AL_FL
25,Fvb2,1200001,1250000,50000,*,3670,33627,0.0101455113377969,CHG,AL_FL
26,Fvb2,1250001,1300000,50000,*,2027,46377,0.0076326376956871,CHG,AL_FL
27,Fvb2,1300001,1350000,50000,*,6712,42948,-0.00437613176518101,CHG,AL_FL
28,Fvb2,1350001,1400000,50000,*,7743,36611,-0.0108425027377736,CHG,AL_FL
29,Fvb2,1400001,1450000,50000,*,5934,36190,0.0305757666673205,CHG,AL_FL
30,Fvb2,1450001,1500000,50000,*,8061,44067,0.0571820856113783,CHG,AL_FL
31,Fvb2,1500001,1550000,50000,*,3487,50565,0.000210247132181943,CHG,AL_FL
32,Fvb2,1550001,1600000,50000,*,7428,18894,0.130887885083829,CHG,AL_FL
33,Fvb2,1600001,1650000,50000,*,10966,27371,-0.184556267143992,CHG,AL_FL
34,Fvb2,1650001,1700000,50000,*,1783,38144,0.0200054966656959,CHG,AL_FL
35,Fvb2,1700001,1750000,50000,*,4047,39480,0.0633522149189131,CHG,AL_FL
36,Fvb2,1750001,1800000,50000,*,5196,25676,-0.00113834127164994,CHG,AL_FL
37,Fvb2,1800001,1850000,50000,*,7331,43579,0.00454058679758501,CHG,AL_FL
38,Fvb2,1850001,1900000,50000,*,10882,27660,-0.0410565317306132,CHG,AL_FL
39,Fvb2,1900001,1950000,50000,*,3213,32237,0.0517762154198985,CHG,AL_FL
40,Fvb2,1950001,2000000,50000,*,3860,18142,-0.04646094799106,CHG,AL_FL
41,Fvb2,2000001,2050000,50000,*,7656,31471,-0.0275424538918359,CHG,AL_FL
42,Fvb2,2050001,2100000,50000,*,6557,36220,0.0321852115419118,CHG,AL_FL
43,Fvb2,2100001,2150000,50000,*,9231,38918,0.0278628659829167,CHG,AL_FL
44,Fvb2,2150001,2200000,50000,*,7183,47303,0.023954724978322,CHG,AL_FL
45,Fvb2,2200001,2250000,50000,*,9950,21684,-0.0463592141644139,CHG,AL_FL
46,Fvb2,2250001,2300000,50000,*,6556,32293,0.0114886134284412,CHG,AL_FL
47,Fvb2,2300001,2350000,50000,*,5228,42919,0.00144556531316044,CHG,AL_FL
48,Fvb2,2350001,2400000,50000,*,3827,47138,0.0582798977658702,CHG,AL_FL
49,Fvb2,2400001,2450000,50000,*,941,41831,0.00927562569083368,CHG,AL_FL
50,Fvb2,2450001,2500000,50000,*,6486,16225,0.0330444855963255,CHG,AL_FL
51,Fvb2,2500001,2550000,50000,*,14604,30475,0.118349373998984,CHG,AL_FL
52,Fvb2,2550001,2600000,50000,*,14676,39421,0.248031282864887,CHG,AL_FL
53,Fvb2,2600001,2650000,50000,*,13769,40170,0.0581455934918108,CHG,AL_FL
54,Fvb2,2650001,2700000,50000,*,374,936,0.018942018942019,CHG,AL_FL
55,Fvb2,2700001,2750000,50000,*,2168,5665,0.123856661251455,CHG,AL_FL
56,Fvb2,2750001,2800000,50000,*,1725,5185,-0.0681272893045293,CHG,AL_FL
57,Fvb2,2800001,2850000,50000,*,4820,38495,0.000737484989023374,CHG,AL_FL
58,Fvb2,2850001,2900000,50000,*,2646,46646,0.0125909780855772,CHG,AL_FL
59,Fvb2,2900001,2950000,50000,*,5492,43319,0.0304559843381779,CHG,AL_FL
60,Fvb2,2950001,3000000,50000,*,3888,37300,0.0255114374983482,CHG,AL_FL
61,Fvb2,3000001,3050000,50000,*,8341,38930,0.120535403315144,CHG,AL_FL
62,Fvb2,3050001,3100000,50000,*,9223,37740,0.0724996662580857,CHG,AL_FL
63,Fvb2,3100001,3150000,50000,*,5884,38793,0.061261140175982,CHG,AL_FL
64,Fvb2,3150001,3200000,50000,*,11903,36766,0.0397220655668717,CHG,AL_FL
65,Fvb2,3200001,3250000,50000,*,3986,42482,0.0174920963382426,CHG,AL_FL
66,Fvb2,3250001,3300000,50000,*,1854,43477,-0.015161812982657,CHG,AL_FL
67,Fvb2,3300001,3350000,50000,*,6739,41525,0.042924497029119,CHG,AL_FL
68,Fvb2,3350001,3400000,50000,*,3395,37694,0.00125248326291455,CHG,AL_FL
69,Fvb2,3400001,3450000,50000,*,7742,45643,0.0431413317636448,CHG,AL_FL
70,Fvb2,3450001,3500000,50000,*,7785,33157,0.100188532511314,CHG,AL_FL
71,Fvb2,3500001,3550000,50000,*,9293,48963,0.149121729532777,CHG,AL_FL
72,Fvb2,3550001,3600000,50000,*,9192,34047,0.0232766731109013,CHG,AL_FL
73,Fvb2,3600001,3650000,50000,*,11660,34766,-0.0503157553375255,CHG,AL_FL
74,Fvb2,3650001,3700000,50000,*,8553,45013,0.0652503724350169,CHG,AL_FL
75,Fvb2,3700001,3750000,50000,*,1973,28203,-0.100042026275041,CHG,AL_FL
76,Fvb2,3750001,3800000,50000,*,673,7195,-0.139230155141371,CHG,AL_FL
77,Fvb2,3800001,3850000,50000,*,832,2953,-0.160145993798223,CHG,AL_FL
78,Fvb2,3850001,3900000,50000,*,12177,32140,0.143313032370454,CHG,AL_FL
79,Fvb2,3900001,3950000,50000,*,17495,34444,-0.0185577227500208,CHG,AL_FL
80,Fvb2,3950001,4000000,50000,*,12196,18773,0.049051277734713,CHG,AL_FL
81,Fvb2,4000001,4050000,50000,*,2766,43336,-0.00557265515881954,CHG,AL_FL
82,Fvb2,4050001,4100000,50000,*,7089,30049,-0.257043073777619,CHG,AL_FL
83,Fvb2,4100001,4150000,50000,*,8033,24817,0.179939406455252,CHG,AL_FL
84,Fvb2,4150001,4200000,50000,*,6820,36330,0.0681212992270208,CHG,AL_FL
85,Fvb2,4200001,4250000,50000,*,2153,21225,0.0271250580823635,CHG,AL_FL
86,Fvb2,4250001,4300000,50000,*,5080,21784,-0.0296109726804599,CHG,AL_FL
87,Fvb2,4300001,4350000,50000,*,4656,51743,-0.043089355217798,CHG,AL_FL
88,Fvb2,4350001,4400000,50000,*,4936,43364,0.0190697297075026,CHG,AL_FL
89,Fvb2,4400001,4450000,50000,*,5539,41899,0.0128652675301658,CHG,AL_FL
90,Fvb2,4450001,4500000,50000,*,8248,38927,0.0187244209242028,CHG,AL_FL
91,Fvb2,4500001,4550000,50000,*,8601,41144,0.0127219024973736,CHG,AL_FL
92,Fvb2,4550001,4600000,50000,*,9418,37096,0.016477168103535,CHG,AL_FL
93,Fvb2,4600001,4650000,50000,*,4061,47796,0.0195909483528969,CHG,AL_FL
94,Fvb2,4650001,4700000,50000,*,2726,31913,-0.00495734233307235,CHG,AL_FL
95,Fvb2,4700001,4750000,50000,*,4359,48148,-0.00504641582730994,CHG,AL_FL
96,Fvb2,4750001,4800000,50000,*,6544,21989,0.0533025348300922,CHG,AL_FL
97,Fvb2,4800001,4850000,50000,*,6089,26403,0.0461984012633012,CHG,AL_FL
98,Fvb2,4850001,4900000,50000,*,12727,48045,-0.00100380636639169,CHG,AL_FL
99,Fvb2,4900001,4950000,50000,*,5072,44710,0.0283997368596201,CHG,AL_FL
100,Fvb2,4950001,5000000,50000,*,10972,32165,0.00850943484305239,CHG,AL_FL
101,Fvb2,5000001,5050000,50000,*,5770,43480,0.00418404647461898,CHG,AL_FL
102,Fvb2,5050001,5100000,50000,*,4550,47684,0.0106063675002163,CHG,AL_FL
103,Fvb2,5100001,5150000,50000,*,9183,62063,-0.00784533859854583,CHG,AL_FL
104,Fvb2,5150001,5200000,50000,*,2439,42337,-0.0125662551399402,CHG,AL_FL
105,Fvb2,5200001,5250000,50000,*,11678,37196,-0.136109828024286,CHG,AL_FL
106,Fvb2,5250001,5300000,50000,*,5314,38900,0.00831768481477685,CHG,AL_FL
107,Fvb2,5300001,5350000,50000,*,16107,37174,-0.0615478382249946,CHG,AL_FL
108,Fvb2,5350001,5400000,50000,*,7380,25099,0.0907700659971139,CHG,AL_FL
109,Fvb2,5400001,5450000,50000,*,11651,42928,0.0691298909723594,CHG,AL_FL
110,Fvb2,5450001,5500000,50000,*,11089,33377,0.0322604661788227,CHG,AL_FL
111,Fvb2,5500001,5550000,50000,*,7957,34144,0.074078340145476,CHG,AL_FL
112,Fvb2,5550001,5600000,50000,*,7105,40020,-0.00306439656079854,CHG,AL_FL
113,Fvb2,5600001,5650000,50000,*,6192,35758,0.0142321379939365,CHG,AL_FL
114,Fvb2,5650001,5700000,50000,*,6119,40035,0.0870134946764929,CHG,AL_FL
115,Fvb2,5700001,5750000,50000,*,5767,38209,0.0379243605634395,CHG,AL_FL
116,Fvb2,5750001,5800000,50000,*,4210,34357,0.00190132884318411,CHG,AL_FL
117,Fvb2,5800001,5850000,50000,*,12947,35415,0.0346765841667928,CHG,AL_FL
118,Fvb2,5850001,5900000,50000,*,8881,41307,0.050903141412534,CHG,AL_FL
119,Fvb2,5900001,5950000,50000,*,11192,28341,-0.00951429803347581,CHG,AL_FL
120,Fvb2,5950001,6000000,50000,*,7472,33961,0.0833703858979062,CHG,AL_FL
121,Fvb2,6000001,6050000,50000,*,7534,43667,-0.0483137282801622,CHG,AL_FL
122,Fvb2,6050001,6100000,50000,*,4968,52640,0.0348089487045929,CHG,AL_FL
123,Fvb2,6100001,6150000,50000,*,5276,43569,0.0126758081852167,CHG,AL_FL
124,Fvb2,6150001,6200000,50000,*,12414,32934,0.027015596578229,CHG,AL_FL
125,Fvb2,6200001,6250000,50000,*,8555,16901,0.191538458247627,CHG,AL_FL
126,Fvb2,6250001,6300000,50000,*,9057,28657,-0.116547138503281,CHG,AL_FL
127,Fvb2,6300001,6350000,50000,*,24296,37075,-0.056728716238082,CHG,AL_FL
128,Fvb2,6350001,6400000,50000,*,14492,30970,-0.0545219158935933,CHG,AL_FL
129,Fvb2,6400001,6450000,50000,*,250,954,-0.333778825995807,CHG,AL_FL
130,Fvb2,6450001,6500000,50000,*,17921,28014,-0.0067290229640562,CHG,AL_FL
131,Fvb2,6500001,6550000,50000,*,11379,19778,-0.0560437300156501,CHG,AL_FL
132,Fvb2,6550001,6600000,50000,*,9012,18457,0.116606788696609,CHG,AL_FL
133,Fvb2,6600001,6650000,50000,*,10564,17695,0.0668737992500287,CHG,AL_FL
134,Fvb2,6650001,6700000,50000,*,12102,36588,0.154991681619971,CHG,AL_FL
135,Fvb2,6700001,6750000,50000,*,10357,41619,0.126277864192774,CHG,AL_FL
136,Fvb2,6750001,6800000,50000,*,4416,40790,0.0299868325718442,CHG,AL_FL
137,Fvb2,6800001,6850000,50000,*,9270,30279,0.0529630113067289,CHG,AL_FL
138,Fvb2,6850001,6900000,50000,*,1675,23245,-0.0108919160105943,CHG,AL_FL
139,Fvb2,6900001,6950000,50000,*,3990,26076,-0.0664322194356653,CHG,AL_FL
140,Fvb2,6950001,7000000,50000,*,14493,32059,0.0252761939871216,CHG,AL_FL
141,Fvb2,7000001,7050000,50000,*,15781,29325,0.0188839768733076,CHG,AL_FL
142,Fvb2,7050001,7100000,50000,*,4932,15152,0.0318130333625709,CHG,AL_FL
143,Fvb2,7100001,7150000,50000,*,12517,33533,0.12466768314002,CHG,AL_FL
144,Fvb2,7150001,7200000,50000,*,6501,36599,0.0225080407021655,CHG,AL_FL
145,Fvb2,7200001,7250000,50000,*,6364,33052,0.101042996768428,CHG,AL_FL
146,Fvb2,7250001,7300000,50000,*,6662,43155,0.0231002688905697,CHG,AL_FL
147,Fvb2,7300001,7350000,50000,*,11526,35107,0.108845873134319,CHG,AL_FL
148,Fvb2,7350001,7400000,50000,*,10771,42271,0.0707647044363637,CHG,AL_FL
149,Fvb2,7400001,7450000,50000,*,11988,34561,0.0256567098349781,CHG,AL_FL
150,Fvb2,7450001,7500000,50000,*,15368,35457,0.0729634126464535,CHG,AL_FL
151,Fvb2,7500001,7550000,50000,*,15689,30313,-0.0649509055719451,CHG,AL_FL
152,Fvb2,7550001,7600000,50000,*,6713,42956,0.0246893568339001,CHG,AL_FL
153,Fvb2,7600001,7650000,50000,*,4636,40154,-0.00149847395248813,CHG,AL_FL
154,Fvb2,7650001,7700000,50000,*,7998,41989,0.00486801371592463,CHG,AL_FL
155,Fvb2,7700001,7750000,50000,*,6921,35022,0.0368460085378584,CHG,AL_FL
156,Fvb2,7750001,7800000,50000,*,10110,39967,-0.0112778913643951,CHG,AL_FL
157,Fvb2,7800001,7850000,50000,*,14311,27616,-0.00435825872971596,CHG,AL_FL
158,Fvb2,7850001,7900000,50000,*,14667,35525,0.0415230093294847,CHG,AL_FL
159,Fvb2,7900001,7950000,50000,*,10453,38724,0.0309200472199395,CHG,AL_FL
160,Fvb2,7950001,8000000,50000,*,10673,33363,0.0730690482363316,CHG,AL_FL
161,Fvb2,8000001,8050000,50000,*,13471,28454,0.0287355409967472,CHG,AL_FL
