,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CHH.Fvb1,context,group
1,Fvb1,1,50000,50000,*,5280,227084,0.00732699520750553,CHH,AK_FK
2,Fvb1,50001,100000,50000,*,6195,258789,-0.00300916035942554,CHH,AK_FK
3,Fvb1,100001,150000,50000,*,1885,263323,-0.000661214916263847,CHH,AK_FK
4,Fvb1,150001,200000,50000,*,7580,242363,0.00287324265527659,CHH,AK_FK
5,Fvb1,200001,250000,50000,*,4932,261471,0.00202121161190496,CHH,AK_FK
6,Fvb1,250001,300000,50000,*,23399,253249,0.0126249882060933,CHH,AK_FK
7,Fvb1,300001,350000,50000,*,2625,264029,0.0023584661158006,CHH,AK_FK
8,Fvb1,350001,400000,50000,*,6410,276739,0.00676608416289845,CHH,AK_FK
9,Fvb1,400001,450000,50000,*,4454,245534,0.00601704540161088,CHH,AK_FK
10,Fvb1,450001,500000,50000,*,4685,250493,0.000742714015701047,CHH,AK_FK
11,Fvb1,500001,550000,50000,*,3698,205544,0.00315865340053467,CHH,AK_FK
12,Fvb1,550001,600000,50000,*,3395,237585,0.00111579088566237,CHH,AK_FK
13,Fvb1,600001,650000,50000,*,1831,174225,-0.00771881851438643,CHH,AK_FK
14,Fvb1,650001,700000,50000,*,1873,118106,-0.00817678515680224,CHH,AK_FK
15,Fvb1,700001,750000,50000,*,16793,253567,0.0162487298411024,CHH,AK_FK
16,Fvb1,750001,800000,50000,*,25011,262845,0.00240671250484831,CHH,AK_FK
17,Fvb1,800001,850000,50000,*,17427,247060,0.0175118917282792,CHH,AK_FK
18,Fvb1,850001,900000,50000,*,6283,268645,0.0041881253348049,CHH,AK_FK
19,Fvb1,900001,950000,50000,*,1557,262169,0.00141554030285301,CHH,AK_FK
20,Fvb1,950001,1000000,50000,*,3843,247352,-0.000335377784310172,CHH,AK_FK
21,Fvb1,1000001,1050000,50000,*,4305,225132,-0.00106991530340222,CHH,AK_FK
22,Fvb1,1050001,1100000,50000,*,3120,252518,0.00195079542100432,CHH,AK_FK
23,Fvb1,1100001,1150000,50000,*,3660,193458,0.00491960505364216,CHH,AK_FK
24,Fvb1,1150001,1200000,50000,*,5019,236650,0.00448408705354049,CHH,AK_FK
25,Fvb1,1200001,1250000,50000,*,713,67525,-0.0155943375019038,CHH,AK_FK
26,Fvb1,1250001,1300000,50000,*,476,4549,0.059356791109901,CHH,AK_FK
27,Fvb1,1300001,1350000,50000,*,1055,59283,0.00253360400265629,CHH,AK_FK
28,Fvb1,1350001,1400000,50000,*,3868,185927,0.000765189754368168,CHH,AK_FK
29,Fvb1,1400001,1450000,50000,*,4238,246925,0.00463966000215501,CHH,AK_FK
30,Fvb1,1450001,1500000,50000,*,3448,252816,0.00270087731789127,CHH,AK_FK
31,Fvb1,1500001,1550000,50000,*,7578,231875,-0.000588151476090967,CHH,AK_FK
32,Fvb1,1550001,1600000,50000,*,5218,239744,0.00543590555105498,CHH,AK_FK
33,Fvb1,1600001,1650000,50000,*,3675,202231,-0.00033724211764671,CHH,AK_FK
34,Fvb1,1650001,1700000,50000,*,9089,263440,-0.00270054927637493,CHH,AK_FK
35,Fvb1,1700001,1750000,50000,*,9202,242079,0.00512002032038011,CHH,AK_FK
36,Fvb1,1750001,1800000,50000,*,3864,264162,0.00055567985808385,CHH,AK_FK
37,Fvb1,1800001,1850000,50000,*,2217,272119,0.00212104035800048,CHH,AK_FK
38,Fvb1,1850001,1900000,50000,*,6095,257830,0.0082127178388105,CHH,AK_FK
39,Fvb1,1900001,1950000,50000,*,3224,260010,0.00317228644711952,CHH,AK_FK
40,Fvb1,1950001,2000000,50000,*,6068,274707,0.00688168289392998,CHH,AK_FK
41,Fvb1,2000001,2050000,50000,*,6779,266215,0.00557580014437708,CHH,AK_FK
42,Fvb1,2050001,2100000,50000,*,4681,262323,0.00442933240993689,CHH,AK_FK
43,Fvb1,2100001,2150000,50000,*,5411,257778,0.00291724093284727,CHH,AK_FK
44,Fvb1,2150001,2200000,50000,*,4291,238453,0.0038812336670185,CHH,AK_FK
45,Fvb1,2200001,2250000,50000,*,4129,254574,0.00190824855352351,CHH,AK_FK
46,Fvb1,2250001,2300000,50000,*,5567,205640,-0.00390108455229548,CHH,AK_FK
47,Fvb1,2300001,2350000,50000,*,3913,260449,0.00120587279519739,CHH,AK_FK
48,Fvb1,2350001,2400000,50000,*,5395,244964,0.00358720230844128,CHH,AK_FK
49,Fvb1,2400001,2450000,50000,*,6110,183083,0.00544150635886154,CHH,AK_FK
50,Fvb1,2450001,2500000,50000,*,6751,207631,0.00367004704540444,CHH,AK_FK
51,Fvb1,2500001,2550000,50000,*,4805,269419,0.00495122268442356,CHH,AK_FK
52,Fvb1,2550001,2600000,50000,*,8621,177740,0.00154373245640452,CHH,AK_FK
53,Fvb1,2600001,2650000,50000,*,10176,219376,0.00371536148066227,CHH,AK_FK
54,Fvb1,2650001,2700000,50000,*,4423,268112,0.0017740337954063,CHH,AK_FK
55,Fvb1,2700001,2750000,50000,*,3104,243397,0.00088844436970595,CHH,AK_FK
56,Fvb1,2750001,2800000,50000,*,4461,252389,0.00322336037926307,CHH,AK_FK
57,Fvb1,2800001,2850000,50000,*,2814,254120,0.00191138998008908,CHH,AK_FK
58,Fvb1,2850001,2900000,50000,*,7536,233922,0.00678148366760903,CHH,AK_FK
59,Fvb1,2900001,2950000,50000,*,2742,294238,-5.34139526102723e-05,CHH,AK_FK
60,Fvb1,2950001,3000000,50000,*,7502,240272,0.0106153991942711,CHH,AK_FK
61,Fvb1,3000001,3050000,50000,*,2573,262956,0.000309774289461965,CHH,AK_FK
62,Fvb1,3050001,3100000,50000,*,50106,228750,-0.00315185413496177,CHH,AK_FK
63,Fvb1,3100001,3150000,50000,*,6375,225302,0.00733782572196789,CHH,AK_FK
64,Fvb1,3150001,3200000,50000,*,1641,174481,0.00105863174101446,CHH,AK_FK
65,Fvb1,3200001,3250000,50000,*,3495,266279,0.00555176910751439,CHH,AK_FK
66,Fvb1,3250001,3300000,50000,*,7720,246093,0.0083237692356417,CHH,AK_FK
67,Fvb1,3300001,3350000,50000,*,10635,255229,0.00835291162606277,CHH,AK_FK
68,Fvb1,3350001,3400000,50000,*,9437,230399,0.0143753508481842,CHH,AK_FK
69,Fvb1,3400001,3450000,50000,*,4244,258239,-0.000477875332380556,CHH,AK_FK
70,Fvb1,3450001,3500000,50000,*,6043,243231,0.00810452888651078,CHH,AK_FK
71,Fvb1,3500001,3550000,50000,*,7528,230552,0.00648039747977846,CHH,AK_FK
72,Fvb1,3550001,3600000,50000,*,24189,283880,0.0160963990085463,CHH,AK_FK
73,Fvb1,3600001,3650000,50000,*,13173,254416,0.0155767237144003,CHH,AK_FK
74,Fvb1,3650001,3700000,50000,*,3556,263469,0.00205999708171474,CHH,AK_FK
75,Fvb1,3700001,3750000,50000,*,2025,150356,0.000311802433106466,CHH,AK_FK
76,Fvb1,3750001,3800000,50000,*,6069,276917,0.00052265455264176,CHH,AK_FK
77,Fvb1,3800001,3850000,50000,*,2652,280378,0.00339836458387287,CHH,AK_FK
78,Fvb1,3850001,3900000,50000,*,8606,144330,0.00240007034246963,CHH,AK_FK
79,Fvb1,3900001,3950000,50000,*,5626,249183,-0.000104412140672725,CHH,AK_FK
80,Fvb1,3950001,4000000,50000,*,5755,212052,0.0051178261378834,CHH,AK_FK
81,Fvb1,4000001,4050000,50000,*,6075,241607,0.00283824680001732,CHH,AK_FK
82,Fvb1,4050001,4100000,50000,*,4470,248261,0.000563650869738235,CHH,AK_FK
83,Fvb1,4100001,4150000,50000,*,7478,255428,0.0141482258838579,CHH,AK_FK
84,Fvb1,4150001,4200000,50000,*,2456,213054,0.00244003407594879,CHH,AK_FK
85,Fvb1,4200001,4250000,50000,*,2349,245862,0.000513052719889386,CHH,AK_FK
86,Fvb1,4250001,4300000,50000,*,4771,244335,0.00367253758176043,CHH,AK_FK
87,Fvb1,4300001,4350000,50000,*,4692,255036,0.00475048865602367,CHH,AK_FK
88,Fvb1,4350001,4400000,50000,*,5118,236991,0.000327470468246712,CHH,AK_FK
89,Fvb1,4400001,4450000,50000,*,5432,161862,-0.00177547583545708,CHH,AK_FK
90,Fvb1,4450001,4500000,50000,*,5261,247243,0.00742171196176209,CHH,AK_FK
91,Fvb1,4500001,4550000,50000,*,7898,252837,0.0060634478445997,CHH,AK_FK
92,Fvb1,4550001,4600000,50000,*,3540,250659,0.0053529118294616,CHH,AK_FK
93,Fvb1,4600001,4650000,50000,*,8579,225521,0.00354318164556722,CHH,AK_FK
94,Fvb1,4650001,4700000,50000,*,4995,231959,0.00450277912199337,CHH,AK_FK
95,Fvb1,4700001,4750000,50000,*,3437,264499,0.00283898682443694,CHH,AK_FK
96,Fvb1,4750001,4800000,50000,*,5253,263403,0.000618787665412145,CHH,AK_FK
97,Fvb1,4800001,4850000,50000,*,13643,175104,0.00422236036433209,CHH,AK_FK
98,Fvb1,4850001,4900000,50000,*,5355,253691,0.00383544712214551,CHH,AK_FK
99,Fvb1,4900001,4950000,50000,*,4756,252226,0.00298792504636193,CHH,AK_FK
100,Fvb1,4950001,5000000,50000,*,9284,228132,0.00229682934993245,CHH,AK_FK
101,Fvb1,5000001,5050000,50000,*,4080,220239,0.00857376027063272,CHH,AK_FK
102,Fvb1,5050001,5100000,50000,*,4259,285193,0.00396137133156439,CHH,AK_FK
103,Fvb1,5100001,5150000,50000,*,4378,264707,-0.000220945192156312,CHH,AK_FK
104,Fvb1,5150001,5200000,50000,*,2857,259752,0.00121279844356182,CHH,AK_FK
105,Fvb1,5200001,5250000,50000,*,40727,239634,0.00643014532357544,CHH,AK_FK
106,Fvb1,5250001,5300000,50000,*,55461,238157,0.023473649331389,CHH,AK_FK
107,Fvb1,5300001,5350000,50000,*,2888,270489,-0.000744471665903652,CHH,AK_FK
108,Fvb1,5350001,5400000,50000,*,13291,236622,0.00429444343002292,CHH,AK_FK
109,Fvb1,5400001,5450000,50000,*,6631,274697,0.0020327785505045,CHH,AK_FK
110,Fvb1,5450001,5500000,50000,*,10288,239954,-0.00114676825025439,CHH,AK_FK
111,Fvb1,5500001,5550000,50000,*,3957,253751,0.0024290541134447,CHH,AK_FK
112,Fvb1,5550001,5600000,50000,*,3296,261367,0.0020146688755506,CHH,AK_FK
113,Fvb1,5600001,5650000,50000,*,4070,250890,0.000791729824491695,CHH,AK_FK
114,Fvb1,5650001,5700000,50000,*,12855,222928,-0.00652007105637549,CHH,AK_FK
115,Fvb1,5700001,5750000,50000,*,3534,253756,0.00167817733233756,CHH,AK_FK
116,Fvb1,5750001,5800000,50000,*,6815,237972,0.00807957954303243,CHH,AK_FK
117,Fvb1,5800001,5850000,50000,*,5051,154813,0.00580678405287765,CHH,AK_FK
118,Fvb1,5850001,5900000,50000,*,6898,258037,0.00462082293258739,CHH,AK_FK
119,Fvb1,5900001,5950000,50000,*,5091,208490,0.00759316686437824,CHH,AK_FK
120,Fvb1,5950001,6000000,50000,*,5731,225186,0.0103236807227338,CHH,AK_FK
121,Fvb1,6000001,6050000,50000,*,4073,228752,0.000584661206627271,CHH,AK_FK
122,Fvb1,6050001,6100000,50000,*,6461,252803,0.00780819968729765,CHH,AK_FK
123,Fvb1,6100001,6150000,50000,*,3767,240571,0.00282518120619344,CHH,AK_FK
124,Fvb1,6150001,6200000,50000,*,8752,228235,0.00583253823583949,CHH,AK_FK
125,Fvb1,6200001,6250000,50000,*,8695,225436,0.00964620672436288,CHH,AK_FK
126,Fvb1,6250001,6300000,50000,*,6395,268213,-0.00124184733106981,CHH,AK_FK
127,Fvb1,6300001,6350000,50000,*,7237,221654,0.006554133334613,CHH,AK_FK
