,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CG.Fvb2,context,group
1,Fvb2,1,50000,50000,*,10041,20015,-0.0627290656129682,CG,AL_FL
2,Fvb2,50001,100000,50000,*,11768,16524,0.0745397121341319,CG,AL_FL
3,Fvb2,100001,150000,50000,*,21388,23700,0.105998041859606,CG,AL_FL
4,Fvb2,150001,200000,50000,*,21507,32807,0.0819102694163928,CG,AL_FL
5,Fvb2,200001,250000,50000,*,17188,25709,0.0539070167932181,CG,AL_FL
6,Fvb2,250001,300000,50000,*,13578,30293,0.157559074740685,CG,AL_FL
7,Fvb2,300001,350000,50000,*,18616,33100,0.0340019566600425,CG,AL_FL
8,Fvb2,350001,400000,50000,*,24588,34452,0.0585230211124811,CG,AL_FL
9,Fvb2,400001,450000,50000,*,19065,31100,0.115413092812399,CG,AL_FL
10,Fvb2,450001,500000,50000,*,23508,30614,0.135618452855555,CG,AL_FL
11,Fvb2,500001,550000,50000,*,8476,28626,0.050336863499295,CG,AL_FL
12,Fvb2,550001,600000,50000,*,12208,27611,0.158223425970603,CG,AL_FL
13,Fvb2,600001,650000,50000,*,15056,26120,0.173240264592345,CG,AL_FL
14,Fvb2,650001,700000,50000,*,19153,26742,-0.0501783608244601,CG,AL_FL
15,Fvb2,700001,750000,50000,*,12223,21213,0.0210493878464577,CG,AL_FL
16,Fvb2,750001,800000,50000,*,15597,28652,0.0229294725507732,CG,AL_FL
17,Fvb2,800001,850000,50000,*,20244,30622,0.0407086169002125,CG,AL_FL
18,Fvb2,850001,900000,50000,*,13440,22638,0.0735138485440745,CG,AL_FL
19,Fvb2,900001,950000,50000,*,20884,24498,0.0897934722214602,CG,AL_FL
20,Fvb2,950001,1000000,50000,*,5789,13001,0.0833674619659971,CG,AL_FL
21,Fvb2,1000001,1050000,50000,*,2362,10758,-0.0173088208710611,CG,AL_FL
22,Fvb2,1050001,1100000,50000,*,5472,11113,0.189336317110057,CG,AL_FL
23,Fvb2,1100001,1150000,50000,*,9622,29681,0.0481541795631036,CG,AL_FL
24,Fvb2,1150001,1200000,50000,*,5761,17205,0.0188514444700552,CG,AL_FL
25,Fvb2,1200001,1250000,50000,*,10972,20168,0.0361863817599525,CG,AL_FL
26,Fvb2,1250001,1300000,50000,*,6496,33186,0.0533789965733047,CG,AL_FL
27,Fvb2,1300001,1350000,50000,*,12424,38025,0.00652382040707045,CG,AL_FL
28,Fvb2,1350001,1400000,50000,*,10987,29964,0.0345031546273036,CG,AL_FL
29,Fvb2,1400001,1450000,50000,*,8606,32526,0.101786367721225,CG,AL_FL
30,Fvb2,1450001,1500000,50000,*,14944,35183,0.109101850788359,CG,AL_FL
