,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CG.Fvb4,context,group
1,Fvb4,1,50000,50000,*,17413,25890,0.0761820218766969,CG,AL_FL
2,Fvb4,50001,100000,50000,*,16567,26485,0.121854543610188,CG,AL_FL
3,Fvb4,100001,150000,50000,*,19055,41597,-0.0907701958251612,CG,AL_FL
4,Fvb4,150001,200000,50000,*,19233,27890,0.12843121991322,CG,AL_FL
5,Fvb4,200001,250000,50000,*,16882,21404,0.0517483196824313,CG,AL_FL
6,Fvb4,250001,300000,50000,*,14180,28105,0.00606962985232384,CG,AL_FL
7,Fvb4,300001,350000,50000,*,11843,34186,0.0704377579124046,CG,AL_FL
8,Fvb4,350001,400000,50000,*,10811,27080,0.0662866936476078,CG,AL_FL
9,Fvb4,400001,450000,50000,*,10783,25558,0.05943277830055,CG,AL_FL
10,Fvb4,450001,500000,50000,*,11908,26079,0.0419836550527021,CG,AL_FL
11,Fvb4,500001,550000,50000,*,14277,23388,0.395393525927432,CG,AL_FL
12,Fvb4,550001,600000,50000,*,13268,24758,0.0743095331914303,CG,AL_FL
13,Fvb4,600001,650000,50000,*,10184,27575,0.057762646202818,CG,AL_FL
14,Fvb4,650001,700000,50000,*,15576,27842,0.143891780884256,CG,AL_FL
15,Fvb4,700001,750000,50000,*,13334,28780,0.0859955371208733,CG,AL_FL
16,Fvb4,750001,800000,50000,*,4749,24478,-0.0106073108698629,CG,AL_FL
17,Fvb4,800001,850000,50000,*,329,540,-0.0135320097570877,CG,AL_FL
18,Fvb4,850001,900000,50000,*,593,634,0.0404130562959703,CG,AL_FL
19,Fvb4,900001,950000,50000,*,363,502,0.0194471335840439,CG,AL_FL
20,Fvb4,950001,1000000,50000,*,8666,26742,0.118770639873011,CG,AL_FL
21,Fvb4,1000001,1050000,50000,*,11149,29644,0.0945977927643322,CG,AL_FL
22,Fvb4,1050001,1100000,50000,*,14388,31508,0.0328158614941028,CG,AL_FL
23,Fvb4,1100001,1150000,50000,*,7735,25985,-0.0536920068529813,CG,AL_FL
24,Fvb4,1150001,1200000,50000,*,9075,19453,0.033558173996816,CG,AL_FL
25,Fvb4,1200001,1250000,50000,*,17379,28302,-0.114539036216773,CG,AL_FL
26,Fvb4,1250001,1300000,50000,*,13196,28475,0.100226217239293,CG,AL_FL
27,Fvb4,1300001,1350000,50000,*,6707,20680,-0.114675270263109,CG,AL_FL
28,Fvb4,1350001,1400000,50000,*,7064,29564,0.00425570613592652,CG,AL_FL
29,Fvb4,1400001,1450000,50000,*,14111,26023,0.0714195051546394,CG,AL_FL
30,Fvb4,1450001,1500000,50000,*,10483,28608,0.158129117298199,CG,AL_FL
31,Fvb4,1500001,1550000,50000,*,7804,24129,0.0861179311384459,CG,AL_FL
32,Fvb4,1550001,1600000,50000,*,10005,28676,0.0484796231566525,CG,AL_FL
33,Fvb4,1600001,1650000,50000,*,12427,30580,0.312967786971376,CG,AL_FL
34,Fvb4,1650001,1700000,50000,*,19010,24252,0.0948069417173856,CG,AL_FL
35,Fvb4,1700001,1750000,50000,*,19929,26807,0.327637336836681,CG,AL_FL
36,Fvb4,1750001,1800000,50000,*,11342,38720,0.102223917508748,CG,AL_FL
37,Fvb4,1800001,1850000,50000,*,14840,20846,0.0185333106539738,CG,AL_FL
38,Fvb4,1850001,1900000,50000,*,18617,21277,0.0345031823966593,CG,AL_FL
39,Fvb4,1900001,1950000,50000,*,17051,21412,0.0164956737064452,CG,AL_FL
40,Fvb4,1950001,2000000,50000,*,13556,23921,-0.299187872050029,CG,AL_FL
41,Fvb4,2000001,2050000,50000,*,15650,20187,0.305327086575205,CG,AL_FL
42,Fvb4,2050001,2100000,50000,*,15072,22253,0.0884158845666354,CG,AL_FL
43,Fvb4,2100001,2150000,50000,*,15793,30508,0.134097129824312,CG,AL_FL
44,Fvb4,2150001,2200000,50000,*,15379,29968,0.125138962418222,CG,AL_FL
45,Fvb4,2200001,2250000,50000,*,15410,33122,0.132728738588025,CG,AL_FL
46,Fvb4,2250001,2300000,50000,*,4620,28780,0.0538956784400225,CG,AL_FL
47,Fvb4,2300001,2350000,50000,*,8970,19528,0.0803919932456096,CG,AL_FL
48,Fvb4,2350001,2400000,50000,*,15105,31578,0.069132731597561,CG,AL_FL
49,Fvb4,2400001,2450000,50000,*,13385,21614,0.191480328375359,CG,AL_FL
50,Fvb4,2450001,2500000,50000,*,11017,26114,0.0504848426314135,CG,AL_FL
51,Fvb4,2500001,2550000,50000,*,8851,29636,0.0425515987573461,CG,AL_FL
52,Fvb4,2550001,2600000,50000,*,8863,27632,0.0302253231102568,CG,AL_FL
53,Fvb4,2600001,2650000,50000,*,11645,29730,0.0533969903942222,CG,AL_FL
54,Fvb4,2650001,2700000,50000,*,12855,29496,0.0751712557834034,CG,AL_FL
55,Fvb4,2700001,2750000,50000,*,15881,24523,0.184612079571621,CG,AL_FL
56,Fvb4,2750001,2800000,50000,*,8589,24905,-0.0242496871542523,CG,AL_FL
57,Fvb4,2800001,2850000,50000,*,12136,35271,0.0485163948546379,CG,AL_FL
58,Fvb4,2850001,2900000,50000,*,6813,17112,0.0965793442123399,CG,AL_FL
59,Fvb4,2900001,2950000,50000,*,20911,31550,0.0871759127917294,CG,AL_FL
60,Fvb4,2950001,3000000,50000,*,17454,22216,-0.0137582571371254,CG,AL_FL
61,Fvb4,3000001,3050000,50000,*,14042,16139,0.31989808212635,CG,AL_FL
62,Fvb4,3050001,3100000,50000,*,6071,26134,0.0750044359342405,CG,AL_FL
63,Fvb4,3100001,3150000,50000,*,15212,25512,0.0822627060840135,CG,AL_FL
64,Fvb4,3150001,3200000,50000,*,11420,26667,0.087762819898326,CG,AL_FL
65,Fvb4,3200001,3250000,50000,*,4492,38561,-0.016287450278416,CG,AL_FL
66,Fvb4,3250001,3300000,50000,*,7100,28808,0.0160656259257159,CG,AL_FL
67,Fvb4,3300001,3350000,50000,*,13366,22066,-0.0288054486262478,CG,AL_FL
68,Fvb4,3350001,3400000,50000,*,13793,27693,0.0852038927479565,CG,AL_FL
69,Fvb4,3400001,3450000,50000,*,7652,25657,0.00867990555015535,CG,AL_FL
70,Fvb4,3450001,3500000,50000,*,12926,24190,0.0466853954673744,CG,AL_FL
71,Fvb4,3500001,3550000,50000,*,9443,25865,0.0780535727440861,CG,AL_FL
72,Fvb4,3550001,3600000,50000,*,11530,30374,0.0560515708224439,CG,AL_FL
73,Fvb4,3600001,3650000,50000,*,10569,28713,0.123547790894239,CG,AL_FL
74,Fvb4,3650001,3700000,50000,*,15628,33394,0.18412471211173,CG,AL_FL
75,Fvb4,3700001,3750000,50000,*,11682,25030,0.133018167587962,CG,AL_FL
76,Fvb4,3750001,3800000,50000,*,10361,23860,0.153481092961919,CG,AL_FL
77,Fvb4,3800001,3850000,50000,*,12375,29610,0.0848762765292797,CG,AL_FL
78,Fvb4,3850001,3900000,50000,*,19588,31622,0.0815476352916447,CG,AL_FL
79,Fvb4,3900001,3950000,50000,*,16227,28100,0.0326438515428574,CG,AL_FL
80,Fvb4,3950001,4000000,50000,*,20546,24057,0.0555021983852775,CG,AL_FL
81,Fvb4,4000001,4050000,50000,*,15339,24339,0.114428617284191,CG,AL_FL
82,Fvb4,4050001,4100000,50000,*,14148,32490,0.0863188719973664,CG,AL_FL
83,Fvb4,4100001,4150000,50000,*,20905,31434,0.420226845498561,CG,AL_FL
84,Fvb4,4150001,4200000,50000,*,19049,29388,0.355211529075299,CG,AL_FL
85,Fvb4,4200001,4250000,50000,*,9527,27829,0.11771055315993,CG,AL_FL
86,Fvb4,4250001,4300000,50000,*,12139,27015,0.069448313191205,CG,AL_FL
87,Fvb4,4300001,4350000,50000,*,16004,29729,0.117322977832515,CG,AL_FL
88,Fvb4,4350001,4400000,50000,*,14474,28420,0.106292317994051,CG,AL_FL
89,Fvb4,4400001,4450000,50000,*,13766,35271,0.0714636682243566,CG,AL_FL
90,Fvb4,4450001,4500000,50000,*,15253,35393,0.0927124616982498,CG,AL_FL
91,Fvb4,4500001,4550000,50000,*,12761,23594,0.162691766343452,CG,AL_FL
92,Fvb4,4550001,4600000,50000,*,16544,26443,0.0703150063502122,CG,AL_FL
93,Fvb4,4600001,4650000,50000,*,10026,14776,0.256712267396526,CG,AL_FL
94,Fvb4,4650001,4700000,50000,*,8412,19118,0.0180776065647396,CG,AL_FL
95,Fvb4,4700001,4750000,50000,*,18925,25579,0.12829038297722,CG,AL_FL
96,Fvb4,4750001,4800000,50000,*,15074,22327,0.136461763246777,CG,AL_FL
97,Fvb4,4800001,4850000,50000,*,12253,23888,0.10308793091756,CG,AL_FL
98,Fvb4,4850001,4900000,50000,*,9646,21415,0.0165704983988688,CG,AL_FL
99,Fvb4,4900001,4950000,50000,*,22420,24782,0.142256163737023,CG,AL_FL
100,Fvb4,4950001,5000000,50000,*,8976,17431,0.125087039326779,CG,AL_FL
101,Fvb4,5000001,5050000,50000,*,28296,34686,0.124865131247363,CG,AL_FL
102,Fvb4,5050001,5100000,50000,*,16729,26989,0.121186845044119,CG,AL_FL
103,Fvb4,5100001,5150000,50000,*,9923,30402,-0.031400553601199,CG,AL_FL
104,Fvb4,5150001,5200000,50000,*,16183,25743,0.107210641001711,CG,AL_FL
105,Fvb4,5200001,5250000,50000,*,16848,25196,-0.20737639503259,CG,AL_FL
106,Fvb4,5250001,5300000,50000,*,7969,28092,0.100150639094784,CG,AL_FL
107,Fvb4,5300001,5350000,50000,*,7289,20073,0.100767540128658,CG,AL_FL
108,Fvb4,5350001,5400000,50000,*,11716,25481,0.0703595501721076,CG,AL_FL
109,Fvb4,5400001,5450000,50000,*,10685,22476,0.205915458451497,CG,AL_FL
110,Fvb4,5450001,5500000,50000,*,9294,26784,0.0598074781640394,CG,AL_FL
111,Fvb4,5500001,5550000,50000,*,13876,22947,0.0707209478682874,CG,AL_FL
112,Fvb4,5550001,5600000,50000,*,12997,29266,0.0749538302819303,CG,AL_FL
113,Fvb4,5600001,5650000,50000,*,14188,27157,0.0993547895924357,CG,AL_FL
114,Fvb4,5650001,5700000,50000,*,12356,25095,0.10830021361164,CG,AL_FL
115,Fvb4,5700001,5750000,50000,*,9237,18807,0.0557106717725765,CG,AL_FL
116,Fvb4,5750001,5800000,50000,*,8040,17556,0.103389417823943,CG,AL_FL
117,Fvb4,5800001,5850000,50000,*,15800,26542,0.167201522085551,CG,AL_FL
118,Fvb4,5850001,5900000,50000,*,22339,32647,0.17187360110648,CG,AL_FL
119,Fvb4,5900001,5950000,50000,*,14213,22468,0.0700936266364761,CG,AL_FL
120,Fvb4,5950001,6000000,50000,*,18463,34897,0.0952816006039653,CG,AL_FL
121,Fvb4,6000001,6050000,50000,*,13324,29444,0.0175515281868049,CG,AL_FL
122,Fvb4,6050001,6100000,50000,*,15885,25839,-0.0116313551484326,CG,AL_FL
123,Fvb4,6100001,6150000,50000,*,16210,33337,0.0700912143232807,CG,AL_FL
124,Fvb4,6150001,6200000,50000,*,14430,28294,0.0481431246906758,CG,AL_FL
125,Fvb4,6200001,6250000,50000,*,15963,25562,0.0491290778382319,CG,AL_FL
126,Fvb4,6250001,6300000,50000,*,9253,26199,0.00421475015198236,CG,AL_FL
127,Fvb4,6300001,6350000,50000,*,15816,31353,0.101311207984207,CG,AL_FL
128,Fvb4,6350001,6400000,50000,*,13506,20296,0.0260347668615749,CG,AL_FL
129,Fvb4,6400001,6450000,50000,*,15724,22265,0.0594409717615793,CG,AL_FL
130,Fvb4,6450001,6500000,50000,*,9304,22488,0.0451393601848574,CG,AL_FL
131,Fvb4,6500001,6550000,50000,*,17548,28848,-0.000597152893325958,CG,AL_FL
132,Fvb4,6550001,6600000,50000,*,17842,26832,0.069804406101909,CG,AL_FL
133,Fvb4,6600001,6650000,50000,*,24408,36024,0.0468468042144685,CG,AL_FL
134,Fvb4,6650001,6700000,50000,*,13496,24998,0.060095045161055,CG,AL_FL
135,Fvb4,6700001,6750000,50000,*,14422,26484,0.100645681515354,CG,AL_FL
136,Fvb4,6750001,6800000,50000,*,13055,25363,0.0513355932975716,CG,AL_FL
137,Fvb4,6800001,6850000,50000,*,15610,27455,0.0362869075784413,CG,AL_FL
138,Fvb4,6850001,6900000,50000,*,13222,25359,0.157329632520539,CG,AL_FL
139,Fvb4,6900001,6950000,50000,*,12296,24123,0.147826679716403,CG,AL_FL
140,Fvb4,6950001,7000000,50000,*,20301,31562,0.19362833034966,CG,AL_FL
141,Fvb4,7000001,7050000,50000,*,16204,26598,0.143662341581806,CG,AL_FL
142,Fvb4,7050001,7100000,50000,*,14041,19307,0.25247989304972,CG,AL_FL
143,Fvb4,7100001,7150000,50000,*,21584,27293,0.0600501573889269,CG,AL_FL
144,Fvb4,7150001,7200000,50000,*,18493,20595,0.348230539302011,CG,AL_FL
145,Fvb4,7200001,7250000,50000,*,18236,28716,0.0958302375200779,CG,AL_FL
146,Fvb4,7250001,7300000,50000,*,19735,28637,0.0670657447071253,CG,AL_FL
147,Fvb4,7300001,7350000,50000,*,15164,26767,0.129632767978384,CG,AL_FL
148,Fvb4,7350001,7400000,50000,*,16058,27882,0.000556284608561719,CG,AL_FL
149,Fvb4,7400001,7450000,50000,*,18454,24115,0.0539520090763679,CG,AL_FL
150,Fvb4,7450001,7500000,50000,*,20902,31860,0.075278962278527,CG,AL_FL
151,Fvb4,7500001,7550000,50000,*,13310,23373,0.0641440985564612,CG,AL_FL
152,Fvb4,7550001,7600000,50000,*,20197,32672,0.132666877773269,CG,AL_FL
153,Fvb4,7600001,7650000,50000,*,19523,28217,0.0478484807896981,CG,AL_FL
154,Fvb4,7650001,7700000,50000,*,12576,19024,0.146595196392801,CG,AL_FL
155,Fvb4,7700001,7750000,50000,*,20992,28945,0.134822546373573,CG,AL_FL
156,Fvb4,7750001,7800000,50000,*,24475,34433,0.0824179418673739,CG,AL_FL
157,Fvb4,7800001,7850000,50000,*,25457,28163,0.0443528129074938,CG,AL_FL
158,Fvb4,7850001,7900000,50000,*,22474,32658,-0.00169736042743984,CG,AL_FL
159,Fvb4,7900001,7950000,50000,*,25460,32309,0.097378775316606,CG,AL_FL
160,Fvb4,7950001,8000000,50000,*,19314,29663,0.0588466940428364,CG,AL_FL
161,Fvb4,8000001,8050000,50000,*,24352,33197,0.189660165407931,CG,AL_FL
162,Fvb4,8050001,8100000,50000,*,19247,27359,0.162695349355671,CG,AL_FL
163,Fvb4,8100001,8150000,50000,*,15848,25555,0.139141170805728,CG,AL_FL
164,Fvb4,8150001,8200000,50000,*,21478,31158,0.10599824327181,CG,AL_FL
165,Fvb4,8200001,8250000,50000,*,19415,30245,0.0708969976863639,CG,AL_FL
166,Fvb4,8250001,8300000,50000,*,23561,27892,0.0909294602833541,CG,AL_FL
167,Fvb4,8300001,8350000,50000,*,25527,28284,0.138076576300381,CG,AL_FL
168,Fvb4,8350001,8400000,50000,*,20756,25552,0.177338489166047,CG,AL_FL
169,Fvb4,8400001,8450000,50000,*,23609,29153,0.027786203921582,CG,AL_FL
170,Fvb4,8450001,8500000,50000,*,19052,29330,0.0837269001888112,CG,AL_FL
171,Fvb4,8500001,8550000,50000,*,19620,29921,0.21522360244661,CG,AL_FL
172,Fvb4,8550001,8600000,50000,*,26810,30849,0.0584582489262783,CG,AL_FL
173,Fvb4,8600001,8650000,50000,*,23943,27816,0.171634536535705,CG,AL_FL
174,Fvb4,8650001,8700000,50000,*,25395,30130,0.0461124537353778,CG,AL_FL
175,Fvb4,8700001,8750000,50000,*,24674,26724,0.0272596809109941,CG,AL_FL
176,Fvb4,8750001,8800000,50000,*,25999,33155,0.0907551395469486,CG,AL_FL
177,Fvb4,8800001,8850000,50000,*,43744,45957,0.0999944392463487,CG,AL_FL
178,Fvb4,8850001,8900000,50000,*,23921,26245,0.00958443094324379,CG,AL_FL
179,Fvb4,8900001,8950000,50000,*,30336,33090,0.0933111974949971,CG,AL_FL
180,Fvb4,8950001,9000000,50000,*,17372,21260,0.0802008952776445,CG,AL_FL
181,Fvb4,9000001,9050000,50000,*,22252,27307,0.0294071265044938,CG,AL_FL
182,Fvb4,9050001,9100000,50000,*,24608,27772,0.107393074215862,CG,AL_FL
183,Fvb4,9100001,9150000,50000,*,22773,25372,0.0183223309705658,CG,AL_FL
184,Fvb4,9150001,9200000,50000,*,26138,27579,0.0269822563742046,CG,AL_FL
185,Fvb4,9200001,9250000,50000,*,22066,26336,0.113233481456614,CG,AL_FL
186,Fvb4,9250001,9300000,50000,*,20872,25874,0.087057720355493,CG,AL_FL
187,Fvb4,9300001,9350000,50000,*,19304,22470,0.130206216662904,CG,AL_FL
188,Fvb4,9350001,9400000,50000,*,21841,24043,0.034510348104032,CG,AL_FL
189,Fvb4,9400001,9450000,50000,*,23754,28194,0.0801094956206895,CG,AL_FL
190,Fvb4,9450001,9500000,50000,*,23114,29300,0.122231347131636,CG,AL_FL
191,Fvb4,9500001,9550000,50000,*,25055,28619,0.128233160565633,CG,AL_FL
192,Fvb4,9550001,9600000,50000,*,18884,24944,0.185236613342949,CG,AL_FL
193,Fvb4,9600001,9650000,50000,*,21762,26199,0.101064149637191,CG,AL_FL
194,Fvb4,9650001,9700000,50000,*,21797,24693,-0.0326844896724657,CG,AL_FL
195,Fvb4,9700001,9750000,50000,*,27784,29636,0.0760557385228581,CG,AL_FL
196,Fvb4,9750001,9800000,50000,*,28636,35285,0.145347014507201,CG,AL_FL
197,Fvb4,9800001,9850000,50000,*,14588,17136,0.0394480172138857,CG,AL_FL
198,Fvb4,9850001,9900000,50000,*,25857,28503,0.0468748778392024,CG,AL_FL
199,Fvb4,9900001,9950000,50000,*,16015,19977,0.00959599290204594,CG,AL_FL
200,Fvb4,9950001,10000000,50000,*,23929,31054,0.15111901413623,CG,AL_FL
201,Fvb4,10000001,10050000,50000,*,26273,27973,0.0449909618858427,CG,AL_FL
202,Fvb4,10050001,10100000,50000,*,23525,31799,0.118583540296396,CG,AL_FL
203,Fvb4,10100001,10150000,50000,*,24701,28821,0.0813252071132931,CG,AL_FL
204,Fvb4,10150001,10200000,50000,*,21106,31004,0.114831588344163,CG,AL_FL
205,Fvb4,10200001,10250000,50000,*,19043,23859,0.10311126572449,CG,AL_FL
206,Fvb4,10250001,10300000,50000,*,24864,27946,0.101319976190063,CG,AL_FL
207,Fvb4,10300001,10350000,50000,*,23145,24511,0.0361138555085553,CG,AL_FL
208,Fvb4,10350001,10400000,50000,*,27820,30263,0.0795592300958978,CG,AL_FL
209,Fvb4,10400001,10450000,50000,*,16439,18907,0.178344839892657,CG,AL_FL
210,Fvb4,10450001,10500000,50000,*,14196,16530,0.125995622400435,CG,AL_FL
211,Fvb4,10500001,10550000,50000,*,32117,35228,0.105271654670894,CG,AL_FL
212,Fvb4,10550001,10600000,50000,*,25171,33980,0.169373517336457,CG,AL_FL
213,Fvb4,10600001,10650000,50000,*,23481,24794,0.0332638089512703,CG,AL_FL
214,Fvb4,10650001,10700000,50000,*,25134,28174,0.142462546019282,CG,AL_FL
