,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CG.Fvb3,context,group
1,Fvb3,1,50000,50000,*,21726,29990,0.233236923616299,CG,AL_FL
2,Fvb3,50001,100000,50000,*,7963,30260,0.0475092422369326,CG,AL_FL
3,Fvb3,100001,150000,50000,*,7578,27855,0.0400036079056877,CG,AL_FL
4,Fvb3,150001,200000,50000,*,9232,30299,0.0228686341313409,CG,AL_FL
5,Fvb3,200001,250000,50000,*,5329,39878,0.0493948779758567,CG,AL_FL
6,Fvb3,250001,300000,50000,*,7742,26484,0.113421390819338,CG,AL_FL
7,Fvb3,300001,350000,50000,*,8491,31616,0.000146952679314805,CG,AL_FL
8,Fvb3,350001,400000,50000,*,9782,35886,0.00943053473199362,CG,AL_FL
9,Fvb3,400001,450000,50000,*,4111,33263,0.0507696151937813,CG,AL_FL
10,Fvb3,450001,500000,50000,*,10697,44912,0.059055189037673,CG,AL_FL
11,Fvb3,500001,550000,50000,*,8996,39512,0.0449785300503792,CG,AL_FL
12,Fvb3,550001,600000,50000,*,13857,38661,0.190805721949766,CG,AL_FL
13,Fvb3,600001,650000,50000,*,19861,36730,0.119083148899807,CG,AL_FL
14,Fvb3,650001,700000,50000,*,18164,51589,0.125643393649471,CG,AL_FL
15,Fvb3,700001,750000,50000,*,10486,29361,0.0375154762981686,CG,AL_FL
16,Fvb3,750001,800000,50000,*,8556,22594,0.0146485382712874,CG,AL_FL
17,Fvb3,800001,850000,50000,*,21074,33537,0.167049764852372,CG,AL_FL
18,Fvb3,850001,900000,50000,*,5374,40709,0.0364270507140113,CG,AL_FL
19,Fvb3,900001,950000,50000,*,6642,23643,0.110728624073895,CG,AL_FL
20,Fvb3,950001,1000000,50000,*,4289,36442,0.030971529442947,CG,AL_FL
21,Fvb3,1000001,1050000,50000,*,10770,23818,0.0145551108923418,CG,AL_FL
22,Fvb3,1050001,1100000,50000,*,5636,31027,0.00555852049879926,CG,AL_FL
23,Fvb3,1100001,1150000,50000,*,4046,19029,0.102573038841279,CG,AL_FL
24,Fvb3,1150001,1200000,50000,*,13551,33901,0.109897762970433,CG,AL_FL
25,Fvb3,1200001,1250000,50000,*,9204,32509,0.0351946585036293,CG,AL_FL
26,Fvb3,1250001,1300000,50000,*,7935,33847,0.031352338347325,CG,AL_FL
27,Fvb3,1300001,1350000,50000,*,11987,39751,0.106743562314633,CG,AL_FL
28,Fvb3,1350001,1400000,50000,*,3474,29320,0.00876074833519529,CG,AL_FL
29,Fvb3,1400001,1450000,50000,*,4725,24151,0.103550712839474,CG,AL_FL
30,Fvb3,1450001,1500000,50000,*,2138,23928,0.012261688041212,CG,AL_FL
31,Fvb3,1500001,1550000,50000,*,7426,15551,-0.0219740219286548,CG,AL_FL
32,Fvb3,1550001,1600000,50000,*,6144,38611,0.00549922926503321,CG,AL_FL
33,Fvb3,1600001,1650000,50000,*,6571,24148,0.00994042998459388,CG,AL_FL
34,Fvb3,1650001,1700000,50000,*,5913,26937,0.141652908693142,CG,AL_FL
35,Fvb3,1700001,1750000,50000,*,5709,35987,0.0226679857856177,CG,AL_FL
36,Fvb3,1750001,1800000,50000,*,9015,23813,0.0792314857806771,CG,AL_FL
37,Fvb3,1800001,1850000,50000,*,11100,27467,0.136601359772317,CG,AL_FL
38,Fvb3,1850001,1900000,50000,*,3501,18419,0.0603655301177426,CG,AL_FL
39,Fvb3,1900001,1950000,50000,*,5868,19196,0.0749127630828912,CG,AL_FL
40,Fvb3,1950001,2000000,50000,*,5311,28015,0.110975364574907,CG,AL_FL
41,Fvb3,2000001,2050000,50000,*,8757,22768,-0.0424660059483536,CG,AL_FL
42,Fvb3,2050001,2100000,50000,*,3840,34144,0.0271356015109811,CG,AL_FL
43,Fvb3,2100001,2150000,50000,*,9144,34801,0.0659844768221057,CG,AL_FL
44,Fvb3,2150001,2200000,50000,*,8046,35985,0.111707759249926,CG,AL_FL
45,Fvb3,2200001,2250000,50000,*,5936,30200,0.0411437848221525,CG,AL_FL
46,Fvb3,2250001,2300000,50000,*,9377,26089,0.0354172356742795,CG,AL_FL
47,Fvb3,2300001,2350000,50000,*,7606,37215,0.029978969377739,CG,AL_FL
48,Fvb3,2350001,2400000,50000,*,5240,12591,0.126662968134082,CG,AL_FL
49,Fvb3,2400001,2450000,50000,*,28444,36206,0.2000174726196,CG,AL_FL
50,Fvb3,2450001,2500000,50000,*,10531,27612,0.119935491236424,CG,AL_FL
51,Fvb3,2500001,2550000,50000,*,7849,23902,0.109077988474097,CG,AL_FL
52,Fvb3,2550001,2600000,50000,*,10496,27559,0.0644308002401344,CG,AL_FL
53,Fvb3,2600001,2650000,50000,*,7707,32560,0.0562341284854766,CG,AL_FL
54,Fvb3,2650001,2700000,50000,*,5818,42444,0.0221803812628488,CG,AL_FL
55,Fvb3,2700001,2750000,50000,*,2822,15548,0.0699503685320759,CG,AL_FL
56,Fvb3,2750001,2800000,50000,*,13900,30589,0.146506128687605,CG,AL_FL
57,Fvb3,2800001,2850000,50000,*,10777,29418,0.00939393482914486,CG,AL_FL
58,Fvb3,2850001,2900000,50000,*,10854,28165,-0.0185646481577803,CG,AL_FL
59,Fvb3,2900001,2950000,50000,*,8801,28049,0.134717569555915,CG,AL_FL
60,Fvb3,2950001,3000000,50000,*,10229,25420,0.0386040254947506,CG,AL_FL
61,Fvb3,3000001,3050000,50000,*,7216,28307,-0.0163491887155821,CG,AL_FL
62,Fvb3,3050001,3100000,50000,*,21929,31455,0.130729544622062,CG,AL_FL
63,Fvb3,3100001,3150000,50000,*,7504,23017,0.0220273263768668,CG,AL_FL
64,Fvb3,3150001,3200000,50000,*,5826,28790,0.0469549269667733,CG,AL_FL
65,Fvb3,3200001,3250000,50000,*,9679,26366,0.0486682885045596,CG,AL_FL
66,Fvb3,3250001,3300000,50000,*,6435,37376,0.037867944903071,CG,AL_FL
67,Fvb3,3300001,3350000,50000,*,7453,21603,0.0999661655447142,CG,AL_FL
68,Fvb3,3350001,3400000,50000,*,6982,31079,0.0895706984029633,CG,AL_FL
69,Fvb3,3400001,3450000,50000,*,11838,28912,0.0629739370344942,CG,AL_FL
70,Fvb3,3450001,3500000,50000,*,9950,26766,0.123427827773559,CG,AL_FL
71,Fvb3,3500001,3550000,50000,*,7182,30950,0.0669806199860992,CG,AL_FL
72,Fvb3,3550001,3600000,50000,*,9442,28058,0.0536770702991342,CG,AL_FL
73,Fvb3,3600001,3650000,50000,*,12170,28445,0.0813708870195149,CG,AL_FL
74,Fvb3,3650001,3700000,50000,*,13664,25644,0.0634233479651719,CG,AL_FL
75,Fvb3,3700001,3750000,50000,*,10912,32065,0.0980135475672133,CG,AL_FL
76,Fvb3,3750001,3800000,50000,*,9306,26981,0.0537335807208931,CG,AL_FL
77,Fvb3,3800001,3850000,50000,*,9517,42154,0.166394651576403,CG,AL_FL
78,Fvb3,3850001,3900000,50000,*,12214,24903,0.162660305843174,CG,AL_FL
79,Fvb3,3900001,3950000,50000,*,14310,32195,0.109141197671671,CG,AL_FL
80,Fvb3,3950001,4000000,50000,*,10409,24511,0.0983155013455956,CG,AL_FL
81,Fvb3,4000001,4050000,50000,*,9912,22618,-0.0818589439456836,CG,AL_FL
82,Fvb3,4050001,4100000,50000,*,16944,25170,0.0104143287632404,CG,AL_FL
83,Fvb3,4100001,4150000,50000,*,9657,23308,-0.276553969689038,CG,AL_FL
84,Fvb3,4150001,4200000,50000,*,8320,18378,0.162256934197608,CG,AL_FL
85,Fvb3,4200001,4250000,50000,*,6311,30035,0.0875096431812715,CG,AL_FL
86,Fvb3,4250001,4300000,50000,*,7218,28090,0.0473581378401759,CG,AL_FL
87,Fvb3,4300001,4350000,50000,*,11310,30463,0.0475191688393728,CG,AL_FL
88,Fvb3,4350001,4400000,50000,*,6665,34697,0.0238287350130268,CG,AL_FL
89,Fvb3,4400001,4450000,50000,*,5265,24828,0.0542414012449486,CG,AL_FL
90,Fvb3,4450001,4500000,50000,*,5067,38830,0.0656132159404603,CG,AL_FL
91,Fvb3,4500001,4550000,50000,*,5122,28413,0.0528399234139567,CG,AL_FL
92,Fvb3,4550001,4600000,50000,*,10581,34611,0.0520130703557392,CG,AL_FL
93,Fvb3,4600001,4650000,50000,*,9592,22158,0.0314471490032812,CG,AL_FL
94,Fvb3,4650001,4700000,50000,*,7019,30339,0.0379196508245055,CG,AL_FL
95,Fvb3,4700001,4750000,50000,*,9479,40707,0.0987619550101839,CG,AL_FL
96,Fvb3,4750001,4800000,50000,*,14808,35666,0.0725358686860452,CG,AL_FL
97,Fvb3,4800001,4850000,50000,*,7514,24303,0.062996447675282,CG,AL_FL
98,Fvb3,4850001,4900000,50000,*,6563,28207,0.108981865321306,CG,AL_FL
99,Fvb3,4900001,4950000,50000,*,6042,35487,0.0277665548620613,CG,AL_FL
100,Fvb3,4950001,5000000,50000,*,8159,32920,0.0522239667318569,CG,AL_FL
101,Fvb3,5000001,5050000,50000,*,15858,26650,0.0595353103473034,CG,AL_FL
102,Fvb3,5050001,5100000,50000,*,10083,30395,0.0817666233140798,CG,AL_FL
103,Fvb3,5100001,5150000,50000,*,7282,40246,0.0425196314294838,CG,AL_FL
104,Fvb3,5150001,5200000,50000,*,9603,29581,0.0518549040364448,CG,AL_FL
105,Fvb3,5200001,5250000,50000,*,10273,25995,0.10077178920597,CG,AL_FL
106,Fvb3,5250001,5300000,50000,*,6053,31049,0.0247344309480348,CG,AL_FL
107,Fvb3,5300001,5350000,50000,*,9923,26303,0.156883733527185,CG,AL_FL
108,Fvb3,5350001,5400000,50000,*,10460,22145,0.156057767735546,CG,AL_FL
