,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CHH.Fvb5,context,group
1,Fvb5,1,50000,50000,*,17408,189867,-0.0111238242835599,CHH,AK_FK
2,Fvb5,50001,100000,50000,*,7168,201117,-0.003974731395911,CHH,AK_FK
3,Fvb5,100001,150000,50000,*,4261,291370,0.00116785860620946,CHH,AK_FK
4,Fvb5,150001,200000,50000,*,7050,264434,0.00263658143633455,CHH,AK_FK
5,Fvb5,200001,250000,50000,*,3909,262067,0.0026702749377271,CHH,AK_FK
6,Fvb5,250001,300000,50000,*,2886,278482,0.000227402749607628,CHH,AK_FK
7,Fvb5,300001,350000,50000,*,2302,259937,0.00332436524078261,CHH,AK_FK
8,Fvb5,350001,400000,50000,*,3086,295664,0.00225933763936614,CHH,AK_FK
9,Fvb5,400001,450000,50000,*,2863,286753,0.00122502250549767,CHH,AK_FK
10,Fvb5,450001,500000,50000,*,3621,276750,0.00244807601460829,CHH,AK_FK
11,Fvb5,500001,550000,50000,*,2870,260243,0.00326009041519678,CHH,AK_FK
12,Fvb5,550001,600000,50000,*,6777,237293,0.0054385913929535,CHH,AK_FK
13,Fvb5,600001,650000,50000,*,36840,194855,0.000366882194700657,CHH,AK_FK
14,Fvb5,650001,700000,50000,*,4051,242924,0.00726080386860135,CHH,AK_FK
15,Fvb5,700001,750000,50000,*,4209,249208,3.92905485336846e-05,CHH,AK_FK
16,Fvb5,750001,800000,50000,*,8058,297672,0.0023160748596074,CHH,AK_FK
17,Fvb5,800001,850000,50000,*,5905,268556,0.00239196334346315,CHH,AK_FK
18,Fvb5,850001,900000,50000,*,5048,230409,-0.0033694922657933,CHH,AK_FK
19,Fvb5,900001,950000,50000,*,4167,262376,0.00196326345464038,CHH,AK_FK
20,Fvb5,950001,1000000,50000,*,4617,146209,-0.0190517378779963,CHH,AK_FK
21,Fvb5,1000001,1050000,50000,*,10519,111311,0.00587333454477698,CHH,AK_FK
22,Fvb5,1050001,1100000,50000,*,7222,254011,0.00529576467466236,CHH,AK_FK
23,Fvb5,1100001,1150000,50000,*,7238,247343,0.0059866208861164,CHH,AK_FK
24,Fvb5,1150001,1200000,50000,*,4956,257871,0.00391652860272109,CHH,AK_FK
25,Fvb5,1200001,1250000,50000,*,28921,253186,0.0178680678964956,CHH,AK_FK
26,Fvb5,1250001,1300000,50000,*,5127,274354,0.0014685336114418,CHH,AK_FK
27,Fvb5,1300001,1350000,50000,*,7270,254248,0.00429561948926521,CHH,AK_FK
28,Fvb5,1350001,1400000,50000,*,4705,269808,0.00317157137100143,CHH,AK_FK
29,Fvb5,1400001,1450000,50000,*,2971,250493,0.00154161024664648,CHH,AK_FK
30,Fvb5,1450001,1500000,50000,*,10147,202603,0.00174690376484782,CHH,AK_FK
31,Fvb5,1500001,1550000,50000,*,2936,250885,-0.00327675851134164,CHH,AK_FK
32,Fvb5,1550001,1600000,50000,*,3673,218831,-0.000193075579334848,CHH,AK_FK
33,Fvb5,1600001,1650000,50000,*,3391,188090,-0.00234575997295289,CHH,AK_FK
34,Fvb5,1650001,1700000,50000,*,5409,201628,0.00716406166931622,CHH,AK_FK
35,Fvb5,1700001,1750000,50000,*,2612,254300,0.0018399339999823,CHH,AK_FK
36,Fvb5,1750001,1800000,50000,*,3950,275284,0.00573522703476029,CHH,AK_FK
37,Fvb5,1800001,1850000,50000,*,9615,254574,0.00438583386926952,CHH,AK_FK
38,Fvb5,1850001,1900000,50000,*,12537,254919,0.00687134541373557,CHH,AK_FK
39,Fvb5,1900001,1950000,50000,*,3163,274906,0.00138376818623432,CHH,AK_FK
40,Fvb5,1950001,2000000,50000,*,8238,261537,0.00180648428807488,CHH,AK_FK
41,Fvb5,2000001,2050000,50000,*,6573,219122,0.0114908382684578,CHH,AK_FK
42,Fvb5,2050001,2100000,50000,*,4059,276513,-0.000688253380931531,CHH,AK_FK
43,Fvb5,2100001,2150000,50000,*,3147,197734,0.0045527221641915,CHH,AK_FK
44,Fvb5,2150001,2200000,50000,*,4322,253124,-0.000638163366183546,CHH,AK_FK
45,Fvb5,2200001,2250000,50000,*,5011,263976,0.00201032677151437,CHH,AK_FK
46,Fvb5,2250001,2300000,50000,*,3042,178048,-0.0199854660975128,CHH,AK_FK
47,Fvb5,2300001,2350000,50000,*,4865,241653,0.00827238207557329,CHH,AK_FK
48,Fvb5,2350001,2400000,50000,*,5652,252208,0.00694008688305015,CHH,AK_FK
49,Fvb5,2400001,2450000,50000,*,4461,219561,0.0027309769316419,CHH,AK_FK
50,Fvb5,2450001,2500000,50000,*,8642,241024,0.00183889343263082,CHH,AK_FK
51,Fvb5,2500001,2550000,50000,*,13668,241962,0.00320203146819694,CHH,AK_FK
52,Fvb5,2550001,2600000,50000,*,6889,254481,0.00557896818730657,CHH,AK_FK
53,Fvb5,2600001,2650000,50000,*,8502,234200,0.00539304960335977,CHH,AK_FK
54,Fvb5,2650001,2700000,50000,*,2564,263226,-3.45977336944428e-05,CHH,AK_FK
55,Fvb5,2700001,2750000,50000,*,7659,234651,0.00588158605570752,CHH,AK_FK
56,Fvb5,2750001,2800000,50000,*,11643,238916,0.00496264984907587,CHH,AK_FK
57,Fvb5,2800001,2850000,50000,*,55807,274409,0.0250522354828459,CHH,AK_FK
58,Fvb5,2850001,2900000,50000,*,5919,238363,0.00599907779801061,CHH,AK_FK
