,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CHG.Fvb5,context,group
1,Fvb5,1,50000,50000,*,14125,34223,-0.0174348122034307,CHG,AL_FL
2,Fvb5,50001,100000,50000,*,6789,36725,0.0992335379702433,CHG,AL_FL
3,Fvb5,100001,150000,50000,*,1353,56782,0.00233590292517168,CHG,AL_FL
4,Fvb5,150001,200000,50000,*,3063,48407,0.00533197891747806,CHG,AL_FL
5,Fvb5,200001,250000,50000,*,846,49368,0.00558034068155707,CHG,AL_FL
6,Fvb5,250001,300000,50000,*,828,57755,0.000930356000325799,CHG,AL_FL
7,Fvb5,300001,350000,50000,*,403,56160,0.00130895766410363,CHG,AL_FL
8,Fvb5,350001,400000,50000,*,590,58854,-0.00235946244612639,CHG,AL_FL
9,Fvb5,400001,450000,50000,*,758,56192,-0.00194253994321808,CHG,AL_FL
10,Fvb5,450001,500000,50000,*,885,53129,0.00205172697549347,CHG,AL_FL
11,Fvb5,500001,550000,50000,*,651,44394,-0.00346621791960992,CHG,AL_FL
12,Fvb5,550001,600000,50000,*,2033,42729,0.00669182743345847,CHG,AL_FL
13,Fvb5,600001,650000,50000,*,10542,28719,0.210819468905692,CHG,AL_FL
14,Fvb5,650001,700000,50000,*,3290,54168,0.0501173969363671,CHG,AL_FL
15,Fvb5,700001,750000,50000,*,1353,44939,0.000874314371617679,CHG,AL_FL
16,Fvb5,750001,800000,50000,*,8181,55544,0.122287543331195,CHG,AL_FL
17,Fvb5,800001,850000,50000,*,1265,52856,-0.00500651808693039,CHG,AL_FL
18,Fvb5,850001,900000,50000,*,1770,42309,0.013488121755436,CHG,AL_FL
19,Fvb5,900001,950000,50000,*,1112,49344,0.0133949737541321,CHG,AL_FL
20,Fvb5,950001,1000000,50000,*,2051,28096,-0.0540678376828547,CHG,AL_FL
21,Fvb5,1000001,1050000,50000,*,7354,21711,-0.344213540996481,CHG,AL_FL
22,Fvb5,1050001,1100000,50000,*,2425,50876,0.0229951670104406,CHG,AL_FL
23,Fvb5,1100001,1150000,50000,*,2529,52169,0.0279757369023653,CHG,AL_FL
24,Fvb5,1150001,1200000,50000,*,2161,52536,0.00564302667843629,CHG,AL_FL
25,Fvb5,1200001,1250000,50000,*,6308,45063,0.0801952290102463,CHG,AL_FL
26,Fvb5,1250001,1300000,50000,*,809,50033,-0.00121590594206096,CHG,AL_FL
27,Fvb5,1300001,1350000,50000,*,3171,50544,0.0107364500866394,CHG,AL_FL
28,Fvb5,1350001,1400000,50000,*,1815,49862,0.00729610767042008,CHG,AL_FL
29,Fvb5,1400001,1450000,50000,*,493,45150,0.000805938650313318,CHG,AL_FL
30,Fvb5,1450001,1500000,50000,*,4465,39739,0.0410072085416694,CHG,AL_FL
31,Fvb5,1500001,1550000,50000,*,1128,48968,0.00201639553644773,CHG,AL_FL
32,Fvb5,1550001,1600000,50000,*,1795,37731,-0.00899883698651395,CHG,AL_FL
33,Fvb5,1600001,1650000,50000,*,1490,37069,0.020590267430043,CHG,AL_FL
34,Fvb5,1650001,1700000,50000,*,1789,38486,0.0204278740938748,CHG,AL_FL
35,Fvb5,1700001,1750000,50000,*,645,44783,-0.00145843680833868,CHG,AL_FL
36,Fvb5,1750001,1800000,50000,*,684,47925,0.0019143249640977,CHG,AL_FL
37,Fvb5,1800001,1850000,50000,*,5523,48289,0.0802769389793525,CHG,AL_FL
38,Fvb5,1850001,1900000,50000,*,9287,48917,0.161427102591426,CHG,AL_FL
39,Fvb5,1900001,1950000,50000,*,914,58092,-0.000210550253689906,CHG,AL_FL
40,Fvb5,1950001,2000000,50000,*,7558,52394,0.122940462185221,CHG,AL_FL
41,Fvb5,2000001,2050000,50000,*,2912,40778,0.0362421270742687,CHG,AL_FL
42,Fvb5,2050001,2100000,50000,*,1497,58496,0.00659220643297406,CHG,AL_FL
43,Fvb5,2100001,2150000,50000,*,1246,37373,-0.00424940266215264,CHG,AL_FL
44,Fvb5,2150001,2200000,50000,*,1636,39817,0.0304509300123287,CHG,AL_FL
45,Fvb5,2200001,2250000,50000,*,1714,51432,0.00433102282374541,CHG,AL_FL
46,Fvb5,2250001,2300000,50000,*,1598,33131,-0.00981618849263696,CHG,AL_FL
47,Fvb5,2300001,2350000,50000,*,3141,46138,-0.0135332376397294,CHG,AL_FL
48,Fvb5,2350001,2400000,50000,*,1718,45165,0.0130528545909532,CHG,AL_FL
49,Fvb5,2400001,2450000,50000,*,1370,45536,0.0162203991322925,CHG,AL_FL
50,Fvb5,2450001,2500000,50000,*,6387,49849,0.0837681298552186,CHG,AL_FL
51,Fvb5,2500001,2550000,50000,*,10524,43122,0.150592909190766,CHG,AL_FL
52,Fvb5,2550001,2600000,50000,*,2360,46210,0.00530545776142029,CHG,AL_FL
53,Fvb5,2600001,2650000,50000,*,4828,48609,0.0491543331725953,CHG,AL_FL
54,Fvb5,2650001,2700000,50000,*,884,45337,0.0115134151811067,CHG,AL_FL
55,Fvb5,2700001,2750000,50000,*,5259,44488,0.0369886451207146,CHG,AL_FL
56,Fvb5,2750001,2800000,50000,*,5851,45732,0.0480576659197622,CHG,AL_FL
57,Fvb5,2800001,2850000,50000,*,17272,42282,0.0868414683436353,CHG,AL_FL
58,Fvb5,2850001,2900000,50000,*,1538,41613,0.0090842323626394,CHG,AL_FL
59,Fvb5,2900001,2950000,50000,*,2645,52643,0.00453119760625446,CHG,AL_FL
60,Fvb5,2950001,3000000,50000,*,1369,50220,0.00789417252061258,CHG,AL_FL
61,Fvb5,3000001,3050000,50000,*,2189,47103,0.0162136653143053,CHG,AL_FL
62,Fvb5,3050001,3100000,50000,*,995,44141,0.00152425475595524,CHG,AL_FL
63,Fvb5,3100001,3150000,50000,*,3067,42466,0.0384294110059069,CHG,AL_FL
64,Fvb5,3150001,3200000,50000,*,2045,41166,0.0165794515129357,CHG,AL_FL
