,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CHG.Fvb7,context,group
1,Fvb7,1,50000,50000,*,20,122,-0.444761225944405,CHG,AL_FL
2,Fvb7,50001,100000,50000,*,0,0,0,CHG,AL_FL
3,Fvb7,100001,150000,50000,*,0,0,0,CHG,AL_FL
4,Fvb7,150001,200000,50000,*,0,0,0,CHG,AL_FL
5,Fvb7,200001,250000,50000,*,0,0,0,CHG,AL_FL
6,Fvb7,250001,300000,50000,*,0,0,0,CHG,AL_FL
7,Fvb7,300001,350000,50000,*,0,0,0,CHG,AL_FL
8,Fvb7,350001,400000,50000,*,0,0,0,CHG,AL_FL
9,Fvb7,400001,450000,50000,*,0,0,0,CHG,AL_FL
10,Fvb7,450001,500000,50000,*,0,0,0,CHG,AL_FL
11,Fvb7,500001,550000,50000,*,0,0,0,CHG,AL_FL
12,Fvb7,550001,600000,50000,*,11,13,NA,CHG,AL_FL
13,Fvb7,600001,650000,50000,*,19333,34569,0.120037701511166,CHG,AL_FL
14,Fvb7,650001,700000,50000,*,7752,35997,0.0737275903354504,CHG,AL_FL
15,Fvb7,700001,750000,50000,*,7887,23706,0.0297168569954822,CHG,AL_FL
16,Fvb7,750001,800000,50000,*,4827,43194,-0.145007212259577,CHG,AL_FL
17,Fvb7,800001,850000,50000,*,14229,32288,-0.00746349336056912,CHG,AL_FL
18,Fvb7,850001,900000,50000,*,5627,23755,0.0211712908000975,CHG,AL_FL
19,Fvb7,900001,950000,50000,*,16353,29759,0.036127736500425,CHG,AL_FL
20,Fvb7,950001,1000000,50000,*,10304,22183,0.116579876768808,CHG,AL_FL
21,Fvb7,1000001,1050000,50000,*,10992,31648,0.050039245688798,CHG,AL_FL
22,Fvb7,1050001,1100000,50000,*,8700,22344,0.053403395794757,CHG,AL_FL
23,Fvb7,1100001,1150000,50000,*,8420,38566,0.0416080853232536,CHG,AL_FL
24,Fvb7,1150001,1200000,50000,*,6478,38612,0.0262195747403325,CHG,AL_FL
25,Fvb7,1200001,1250000,50000,*,7668,21638,-0.0176322702660902,CHG,AL_FL
26,Fvb7,1250001,1300000,50000,*,12847,29908,0.0396479068311981,CHG,AL_FL
27,Fvb7,1300001,1350000,50000,*,7626,39437,0.0402979721706908,CHG,AL_FL
28,Fvb7,1350001,1400000,50000,*,8999,36625,0.021623077190309,CHG,AL_FL
29,Fvb7,1400001,1450000,50000,*,5659,35436,0.00444735989508413,CHG,AL_FL
30,Fvb7,1450001,1500000,50000,*,6538,31249,-0.0216633808231231,CHG,AL_FL
31,Fvb7,1500001,1550000,50000,*,4715,34309,0.045811757906545,CHG,AL_FL
32,Fvb7,1550001,1600000,50000,*,7589,43694,0.00228075226090035,CHG,AL_FL
33,Fvb7,1600001,1650000,50000,*,6765,42718,0.00863220722519634,CHG,AL_FL
34,Fvb7,1650001,1700000,50000,*,8360,47196,0.0568002333851253,CHG,AL_FL
35,Fvb7,1700001,1750000,50000,*,12565,32643,0.0742231457151272,CHG,AL_FL
36,Fvb7,1750001,1800000,50000,*,6100,43190,0.0876367891082835,CHG,AL_FL
37,Fvb7,1800001,1850000,50000,*,9557,35489,0.131501686451745,CHG,AL_FL
38,Fvb7,1850001,1900000,50000,*,10456,39704,0.0910275332579582,CHG,AL_FL
39,Fvb7,1900001,1950000,50000,*,5758,33473,0.0265921875567465,CHG,AL_FL
40,Fvb7,1950001,2000000,50000,*,8606,40846,0.0923323322889269,CHG,AL_FL
41,Fvb7,2000001,2050000,50000,*,4002,35492,0.00793322240627416,CHG,AL_FL
42,Fvb7,2050001,2100000,50000,*,6595,32063,0.0311793470822723,CHG,AL_FL
43,Fvb7,2100001,2150000,50000,*,9787,24661,-0.0798086066772727,CHG,AL_FL
44,Fvb7,2150001,2200000,50000,*,2681,40665,0.018577630398345,CHG,AL_FL
45,Fvb7,2200001,2250000,50000,*,13145,30983,0.0523947494565125,CHG,AL_FL
46,Fvb7,2250001,2300000,50000,*,12808,38208,0.0710561724224066,CHG,AL_FL
47,Fvb7,2300001,2350000,50000,*,11980,43289,0.0444847798770562,CHG,AL_FL
48,Fvb7,2350001,2400000,50000,*,2995,37568,0.0325984539292488,CHG,AL_FL
49,Fvb7,2400001,2450000,50000,*,7071,40981,0.0282515202458655,CHG,AL_FL
50,Fvb7,2450001,2500000,50000,*,12499,33297,0.062291564422143,CHG,AL_FL
51,Fvb7,2500001,2550000,50000,*,14370,38863,0.07585200314007,CHG,AL_FL
52,Fvb7,2550001,2600000,50000,*,16346,38993,0.0916196775091016,CHG,AL_FL
53,Fvb7,2600001,2650000,50000,*,6848,42698,0.0489909490661987,CHG,AL_FL
54,Fvb7,2650001,2700000,50000,*,5076,45878,0.0771585611679098,CHG,AL_FL
55,Fvb7,2700001,2750000,50000,*,9109,39305,0.079486388945813,CHG,AL_FL
56,Fvb7,2750001,2800000,50000,*,8291,33639,0.0505272085009616,CHG,AL_FL
57,Fvb7,2800001,2850000,50000,*,6757,37738,-0.0276625189736826,CHG,AL_FL
58,Fvb7,2850001,2900000,50000,*,11127,23466,-0.152285560356549,CHG,AL_FL
59,Fvb7,2900001,2950000,50000,*,7382,44501,0.0591205841908031,CHG,AL_FL
60,Fvb7,2950001,3000000,50000,*,8928,40556,0.0622477427304629,CHG,AL_FL
61,Fvb7,3000001,3050000,50000,*,2295,33756,-0.0689336250618007,CHG,AL_FL
62,Fvb7,3050001,3100000,50000,*,8257,32754,0.0165465186188916,CHG,AL_FL
63,Fvb7,3100001,3150000,50000,*,8180,40072,0.0178626457381399,CHG,AL_FL
64,Fvb7,3150001,3200000,50000,*,5350,48161,0.0466501298684567,CHG,AL_FL
65,Fvb7,3200001,3250000,50000,*,9746,32172,0.0351711413455161,CHG,AL_FL
66,Fvb7,3250001,3300000,50000,*,10709,38812,0.0610998092626366,CHG,AL_FL
67,Fvb7,3300001,3350000,50000,*,15775,31369,0.0745723844676078,CHG,AL_FL
68,Fvb7,3350001,3400000,50000,*,11534,32211,0.217061275330451,CHG,AL_FL
69,Fvb7,3400001,3450000,50000,*,1890,46414,-0.00495984373636808,CHG,AL_FL
70,Fvb7,3450001,3500000,50000,*,13247,37730,0.0102527435206332,CHG,AL_FL
71,Fvb7,3500001,3550000,50000,*,5530,40154,0.0179405790077407,CHG,AL_FL
72,Fvb7,3550001,3600000,50000,*,10520,37983,0.0564757452800802,CHG,AL_FL
73,Fvb7,3600001,3650000,50000,*,5001,35675,0.0250821587364275,CHG,AL_FL
74,Fvb7,3650001,3700000,50000,*,10724,37211,0.01771156217419,CHG,AL_FL
75,Fvb7,3700001,3750000,50000,*,17567,43924,0.00836401329347986,CHG,AL_FL
76,Fvb7,3750001,3800000,50000,*,13590,30949,0.0359372415720541,CHG,AL_FL
77,Fvb7,3800001,3850000,50000,*,11935,36929,0.0841066854585813,CHG,AL_FL
78,Fvb7,3850001,3900000,50000,*,5240,29604,0.00784422918347735,CHG,AL_FL
79,Fvb7,3900001,3950000,50000,*,18226,33878,0.0482283726701527,CHG,AL_FL
