,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CHH.Fvb4,context,group
1,Fvb4,1,50000,50000,*,3519,190477,-0.00179982686952935,CHH,AL_FL
2,Fvb4,50001,100000,50000,*,6495,146177,-0.00769352158440317,CHH,AL_FL
3,Fvb4,100001,150000,50000,*,6451,175570,-0.0207169734282867,CHH,AL_FL
4,Fvb4,150001,200000,50000,*,4285,160439,-0.00175215831534729,CHH,AL_FL
5,Fvb4,200001,250000,50000,*,4064,194696,-0.00500033449881642,CHH,AL_FL
6,Fvb4,250001,300000,50000,*,5368,194297,-0.00957262348787744,CHH,AL_FL
7,Fvb4,300001,350000,50000,*,3256,186618,-0.00897664184716634,CHH,AL_FL
8,Fvb4,350001,400000,50000,*,3197,181037,0.00018540034522074,CHH,AL_FL
9,Fvb4,400001,450000,50000,*,2485,194567,-0.00141772241363179,CHH,AL_FL
10,Fvb4,450001,500000,50000,*,3316,224624,-0.00188120455075166,CHH,AL_FL
11,Fvb4,500001,550000,50000,*,5458,142653,0.00143065154748315,CHH,AL_FL
12,Fvb4,550001,600000,50000,*,4956,183082,-0.00123787241603964,CHH,AL_FL
13,Fvb4,600001,650000,50000,*,3194,189635,-0.000309999174847409,CHH,AL_FL
14,Fvb4,650001,700000,50000,*,4449,155826,0.000909373118862654,CHH,AL_FL
15,Fvb4,700001,750000,50000,*,3966,195127,-0.000274670741434269,CHH,AL_FL
16,Fvb4,750001,800000,50000,*,2735,131808,-0.00189015086232074,CHH,AL_FL
17,Fvb4,800001,850000,50000,*,226,9408,-0.0276038543274173,CHH,AL_FL
18,Fvb4,850001,900000,50000,*,148,1721,-0.0823150360917473,CHH,AL_FL
19,Fvb4,900001,950000,50000,*,66,2085,-0.0449979794536553,CHH,AL_FL
20,Fvb4,950001,1000000,50000,*,4582,183124,0.00161242480568509,CHH,AL_FL
21,Fvb4,1000001,1050000,50000,*,4130,181920,0.000407541385565972,CHH,AL_FL
22,Fvb4,1050001,1100000,50000,*,3703,185725,-0.00421681421542781,CHH,AL_FL
23,Fvb4,1100001,1150000,50000,*,2493,138433,-0.0104471517074072,CHH,AL_FL
24,Fvb4,1150001,1200000,50000,*,2890,116583,-0.0182083920094758,CHH,AL_FL
25,Fvb4,1200001,1250000,50000,*,5723,124170,-0.0405655303603556,CHH,AL_FL
26,Fvb4,1250001,1300000,50000,*,3443,159237,-0.00577980230002935,CHH,AL_FL
27,Fvb4,1300001,1350000,50000,*,2889,151983,-0.0167148189650772,CHH,AL_FL
28,Fvb4,1350001,1400000,50000,*,3523,180544,-0.000352040599077879,CHH,AL_FL
29,Fvb4,1400001,1450000,50000,*,4269,188350,-0.00255107971323656,CHH,AL_FL
30,Fvb4,1450001,1500000,50000,*,5198,191336,0.00823422743660424,CHH,AL_FL
31,Fvb4,1500001,1550000,50000,*,6562,185826,0.00661385410463771,CHH,AL_FL
32,Fvb4,1550001,1600000,50000,*,3205,200376,-5.07373071681784e-05,CHH,AL_FL
33,Fvb4,1600001,1650000,50000,*,4262,147182,0.00380218070919695,CHH,AL_FL
34,Fvb4,1650001,1700000,50000,*,7817,173070,0.00428588189027489,CHH,AL_FL
35,Fvb4,1700001,1750000,50000,*,5320,133442,0.0177425264184801,CHH,AL_FL
36,Fvb4,1750001,1800000,50000,*,3911,192939,0.00351778839073368,CHH,AL_FL
37,Fvb4,1800001,1850000,50000,*,6125,155534,-0.000394372530259701,CHH,AL_FL
38,Fvb4,1850001,1900000,50000,*,6642,110985,-0.0330549316681288,CHH,AL_FL
39,Fvb4,1900001,1950000,50000,*,6638,172390,-0.0433454061060953,CHH,AL_FL
40,Fvb4,1950001,2000000,50000,*,8256,129665,-0.0209924928476736,CHH,AL_FL
41,Fvb4,2000001,2050000,50000,*,5265,171381,0.0111527810245475,CHH,AL_FL
42,Fvb4,2050001,2100000,50000,*,5043,172069,-0.000510307103213998,CHH,AL_FL
43,Fvb4,2100001,2150000,50000,*,6747,202485,0.00135581869514229,CHH,AL_FL
44,Fvb4,2150001,2200000,50000,*,6168,163434,-0.000287296512779027,CHH,AL_FL
45,Fvb4,2200001,2250000,50000,*,5906,180462,0.00734933151582736,CHH,AL_FL
46,Fvb4,2250001,2300000,50000,*,3170,176940,0.000905514571940436,CHH,AL_FL
47,Fvb4,2300001,2350000,50000,*,4045,129217,-0.00495077406504925,CHH,AL_FL
48,Fvb4,2350001,2400000,50000,*,5238,160953,-0.010091235104383,CHH,AL_FL
49,Fvb4,2400001,2450000,50000,*,4732,127939,-0.00441395316932661,CHH,AL_FL
50,Fvb4,2450001,2500000,50000,*,4556,181479,-0.00254464427846618,CHH,AL_FL
51,Fvb4,2500001,2550000,50000,*,1917,191941,-0.00221604009602179,CHH,AL_FL
52,Fvb4,2550001,2600000,50000,*,3484,181349,0.00104332058552714,CHH,AL_FL
53,Fvb4,2600001,2650000,50000,*,3745,153034,-0.00476488569528681,CHH,AL_FL
54,Fvb4,2650001,2700000,50000,*,4438,155168,-0.00349296271904473,CHH,AL_FL
55,Fvb4,2700001,2750000,50000,*,5153,111407,-0.00973171409730308,CHH,AL_FL
56,Fvb4,2750001,2800000,50000,*,3895,162687,-0.0126095034468146,CHH,AL_FL
57,Fvb4,2800001,2850000,50000,*,3821,192972,-0.00458888835176576,CHH,AL_FL
58,Fvb4,2850001,2900000,50000,*,2823,141547,-0.000257689230987703,CHH,AL_FL
59,Fvb4,2900001,2950000,50000,*,9733,176935,0.000880870327388143,CHH,AL_FL
60,Fvb4,2950001,3000000,50000,*,5581,92105,-0.0215205224368294,CHH,AL_FL
61,Fvb4,3000001,3050000,50000,*,4398,66613,-0.0207910619049165,CHH,AL_FL
62,Fvb4,3050001,3100000,50000,*,3118,172793,0.000771445110487792,CHH,AL_FL
63,Fvb4,3100001,3150000,50000,*,6698,149283,-0.0149185292154977,CHH,AL_FL
64,Fvb4,3150001,3200000,50000,*,5699,159524,-0.0101017988818374,CHH,AL_FL
65,Fvb4,3200001,3250000,50000,*,1456,202296,5.48225003198259e-05,CHH,AL_FL
66,Fvb4,3250001,3300000,50000,*,2131,185780,0.00173142269139852,CHH,AL_FL
67,Fvb4,3300001,3350000,50000,*,5217,172604,-0.0117806742301601,CHH,AL_FL
68,Fvb4,3350001,3400000,50000,*,3049,191420,5.0003236803025e-05,CHH,AL_FL
69,Fvb4,3400001,3450000,50000,*,3295,174434,0.000384800949768688,CHH,AL_FL
70,Fvb4,3450001,3500000,50000,*,5129,162313,-0.00400047990944149,CHH,AL_FL
71,Fvb4,3500001,3550000,50000,*,5186,170095,-0.00420484464942541,CHH,AL_FL
72,Fvb4,3550001,3600000,50000,*,3014,185166,-0.000527623765887091,CHH,AL_FL
73,Fvb4,3600001,3650000,50000,*,5258,181471,-0.000631972736191727,CHH,AL_FL
74,Fvb4,3650001,3700000,50000,*,5292,176575,0.00367468217900698,CHH,AL_FL
75,Fvb4,3700001,3750000,50000,*,4695,171117,0.00426383811787068,CHH,AL_FL
