,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CHH.Fvb3,context,group
1,Fvb3,1,50000,50000,*,5137,170069,0.00305572846059399,CHH,AL_FL
2,Fvb3,50001,100000,50000,*,1979,210361,0.00198733051792479,CHH,AL_FL
3,Fvb3,100001,150000,50000,*,2396,187990,-0.000286068988490408,CHH,AL_FL
4,Fvb3,150001,200000,50000,*,1629,206693,0.000214195045741631,CHH,AL_FL
5,Fvb3,200001,250000,50000,*,2338,203640,-0.000130539866306076,CHH,AL_FL
6,Fvb3,250001,300000,50000,*,1732,196032,0.00341924099088998,CHH,AL_FL
7,Fvb3,300001,350000,50000,*,5022,195803,-0.0068530957239092,CHH,AL_FL
8,Fvb3,350001,400000,50000,*,8215,193169,-0.01080092561525,CHH,AL_FL
9,Fvb3,400001,450000,50000,*,2186,201051,0.00451414745984391,CHH,AL_FL
10,Fvb3,450001,500000,50000,*,3039,225786,-0.00154766265533767,CHH,AL_FL
11,Fvb3,500001,550000,50000,*,2814,209095,-0.00128861591710932,CHH,AL_FL
12,Fvb3,550001,600000,50000,*,5967,204268,0.012690023145068,CHH,AL_FL
13,Fvb3,600001,650000,50000,*,15259,184694,0.0210978989257723,CHH,AL_FL
14,Fvb3,650001,700000,50000,*,14071,225757,0.0240046185291941,CHH,AL_FL
15,Fvb3,700001,750000,50000,*,3230,186168,-0.00336264905355796,CHH,AL_FL
16,Fvb3,750001,800000,50000,*,2364,179492,0.00134442889148591,CHH,AL_FL
17,Fvb3,800001,850000,50000,*,6208,173916,0.0163922293817601,CHH,AL_FL
18,Fvb3,850001,900000,50000,*,1742,205069,-2.40657420737186e-05,CHH,AL_FL
19,Fvb3,900001,950000,50000,*,2555,174325,0.00128126132182953,CHH,AL_FL
20,Fvb3,950001,1000000,50000,*,1668,204448,0.00195896821171433,CHH,AL_FL
21,Fvb3,1000001,1050000,50000,*,2682,172272,0.00190785703314452,CHH,AL_FL
22,Fvb3,1050001,1100000,50000,*,1765,166250,-0.00112720032723829,CHH,AL_FL
23,Fvb3,1100001,1150000,50000,*,1226,92987,0.00383089721633973,CHH,AL_FL
24,Fvb3,1150001,1200000,50000,*,2187,212220,0.00167889769328423,CHH,AL_FL
25,Fvb3,1200001,1250000,50000,*,1380,205499,-0.00303257201697499,CHH,AL_FL
26,Fvb3,1250001,1300000,50000,*,3330,197781,0.00109275729346276,CHH,AL_FL
27,Fvb3,1300001,1350000,50000,*,5334,208061,0.0143175968569937,CHH,AL_FL
28,Fvb3,1350001,1400000,50000,*,1535,188537,0.00124025231203246,CHH,AL_FL
29,Fvb3,1400001,1450000,50000,*,1371,159442,-0.000156305280537025,CHH,AL_FL
30,Fvb3,1450001,1500000,50000,*,1534,105604,0.00258505281928006,CHH,AL_FL
31,Fvb3,1500001,1550000,50000,*,2751,99911,-0.0101834989064864,CHH,AL_FL
32,Fvb3,1550001,1600000,50000,*,1405,197006,-0.00255223343813669,CHH,AL_FL
33,Fvb3,1600001,1650000,50000,*,1937,160462,-0.00828430627040785,CHH,AL_FL
34,Fvb3,1650001,1700000,50000,*,4654,159050,0.0109199419628136,CHH,AL_FL
35,Fvb3,1700001,1750000,50000,*,2972,207806,-0.00397398118864092,CHH,AL_FL
36,Fvb3,1750001,1800000,50000,*,3214,183038,0.000645109718072457,CHH,AL_FL
37,Fvb3,1800001,1850000,50000,*,3576,198047,0.0039517256436668,CHH,AL_FL
38,Fvb3,1850001,1900000,50000,*,1419,165784,0.000575275280665732,CHH,AL_FL
39,Fvb3,1900001,1950000,50000,*,1742,128359,0.00254003479713769,CHH,AL_FL
40,Fvb3,1950001,2000000,50000,*,2963,180719,0.00315694322445345,CHH,AL_FL
41,Fvb3,2000001,2050000,50000,*,3043,148935,-0.0100140651179053,CHH,AL_FL
42,Fvb3,2050001,2100000,50000,*,2387,195102,-4.83134786043431e-05,CHH,AL_FL
43,Fvb3,2100001,2150000,50000,*,3038,186463,0.00441755772882821,CHH,AL_FL
44,Fvb3,2150001,2200000,50000,*,4764,183972,0.0131138838649984,CHH,AL_FL
