,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CHG.Fvb2,context,group
1,Fvb2,1,50000,50000,*,8702,18660,-0.064989265418479,CHG,AK_FK
2,Fvb2,50001,100000,50000,*,8647,28292,-0.0121679928512477,CHG,AK_FK
3,Fvb2,100001,150000,50000,*,17125,26325,0.0333853769870683,CHG,AK_FK
4,Fvb2,150001,200000,50000,*,16214,40635,0.0363500993702756,CHG,AK_FK
5,Fvb2,200001,250000,50000,*,12775,44901,0.0175477699614015,CHG,AK_FK
6,Fvb2,250001,300000,50000,*,14578,46593,0.0530841099824687,CHG,AK_FK
7,Fvb2,300001,350000,50000,*,17202,41142,0.0501136058827107,CHG,AK_FK
8,Fvb2,350001,400000,50000,*,16346,50220,0.00474232176670097,CHG,AK_FK
9,Fvb2,400001,450000,50000,*,12384,57925,0.0431317797555666,CHG,AK_FK
10,Fvb2,450001,500000,50000,*,24795,43250,0.0423968803099166,CHG,AK_FK
11,Fvb2,500001,550000,50000,*,4189,50387,0.0161769824607211,CHG,AK_FK
12,Fvb2,550001,600000,50000,*,4237,60115,0.0620772481724863,CHG,AK_FK
13,Fvb2,600001,650000,50000,*,10483,44766,0.0273753721573828,CHG,AK_FK
14,Fvb2,650001,700000,50000,*,14821,38023,0.0305843992984546,CHG,AK_FK
15,Fvb2,700001,750000,50000,*,9277,37993,-0.0435466347951476,CHG,AK_FK
16,Fvb2,750001,800000,50000,*,7651,51687,0.040904620010264,CHG,AK_FK
17,Fvb2,800001,850000,50000,*,13044,47250,0.0477589696259157,CHG,AK_FK
18,Fvb2,850001,900000,50000,*,10774,39997,-0.0511064356794461,CHG,AK_FK
19,Fvb2,900001,950000,50000,*,23877,36091,0.329274742015043,CHG,AK_FK
20,Fvb2,950001,1000000,50000,*,4482,28454,0.104707165997561,CHG,AK_FK
21,Fvb2,1000001,1050000,50000,*,174,24886,-0.0625635414786433,CHG,AK_FK
22,Fvb2,1050001,1100000,50000,*,6496,22621,0.0902404451520714,CHG,AK_FK
23,Fvb2,1100001,1150000,50000,*,6992,42801,-0.0851779458075844,CHG,AK_FK
24,Fvb2,1150001,1200000,50000,*,4028,36814,-0.113658715202233,CHG,AK_FK
25,Fvb2,1200001,1250000,50000,*,5156,44724,0.0167590761057117,CHG,AK_FK
26,Fvb2,1250001,1300000,50000,*,2808,55885,0.00439897814323746,CHG,AK_FK
27,Fvb2,1300001,1350000,50000,*,8056,51727,0.0144967651516304,CHG,AK_FK
28,Fvb2,1350001,1400000,50000,*,9657,44710,-0.0119877254347681,CHG,AK_FK
29,Fvb2,1400001,1450000,50000,*,7370,41888,0.0195127466565843,CHG,AK_FK
30,Fvb2,1450001,1500000,50000,*,10347,52960,-0.00125296057111302,CHG,AK_FK
31,Fvb2,1500001,1550000,50000,*,5032,60263,0.0101564390423222,CHG,AK_FK
32,Fvb2,1550001,1600000,50000,*,9799,24236,0.0664867350734265,CHG,AK_FK
33,Fvb2,1600001,1650000,50000,*,14275,35240,0.0407424069404424,CHG,AK_FK
34,Fvb2,1650001,1700000,50000,*,2169,47747,0.00498922494033804,CHG,AK_FK
35,Fvb2,1700001,1750000,50000,*,6228,52374,0.0232612040425885,CHG,AK_FK
36,Fvb2,1750001,1800000,50000,*,6377,29928,0.0503294102349557,CHG,AK_FK
37,Fvb2,1800001,1850000,50000,*,9312,52398,0.0164821546538618,CHG,AK_FK
38,Fvb2,1850001,1900000,50000,*,15097,35917,-0.0212572732864182,CHG,AK_FK
39,Fvb2,1900001,1950000,50000,*,4777,41904,-0.00896866981720472,CHG,AK_FK
40,Fvb2,1950001,2000000,50000,*,5639,23144,-0.0425595180888272,CHG,AK_FK
41,Fvb2,2000001,2050000,50000,*,10834,41964,-0.0244940536676787,CHG,AK_FK
42,Fvb2,2050001,2100000,50000,*,8257,44192,-0.0177320138347683,CHG,AK_FK
43,Fvb2,2100001,2150000,50000,*,11951,46469,-0.0798396832934575,CHG,AK_FK
44,Fvb2,2150001,2200000,50000,*,9293,60629,0.012459046158386,CHG,AK_FK
45,Fvb2,2200001,2250000,50000,*,13388,26986,-0.0137908425253533,CHG,AK_FK
46,Fvb2,2250001,2300000,50000,*,8784,38811,0.00428440352414614,CHG,AK_FK
47,Fvb2,2300001,2350000,50000,*,6658,51372,-0.0277920644201771,CHG,AK_FK
48,Fvb2,2350001,2400000,50000,*,5312,58523,0.0767987744731514,CHG,AK_FK
49,Fvb2,2400001,2450000,50000,*,1496,52810,0.0122163894936025,CHG,AK_FK
50,Fvb2,2450001,2500000,50000,*,9379,20185,0.061794826426979,CHG,AK_FK
51,Fvb2,2500001,2550000,50000,*,19496,38348,0.0448635620325269,CHG,AK_FK
52,Fvb2,2550001,2600000,50000,*,18712,48127,0.0175950695158542,CHG,AK_FK
53,Fvb2,2600001,2650000,50000,*,17020,51083,0.0155530311102932,CHG,AK_FK
54,Fvb2,2650001,2700000,50000,*,456,1077,0.220633351732282,CHG,AK_FK
55,Fvb2,2700001,2750000,50000,*,2955,7415,0.161253597546709,CHG,AK_FK
56,Fvb2,2750001,2800000,50000,*,2173,6516,0.190803874889578,CHG,AK_FK
57,Fvb2,2800001,2850000,50000,*,6310,47556,0.0462956460939754,CHG,AK_FK
58,Fvb2,2850001,2900000,50000,*,3758,56765,0.00951950267119883,CHG,AK_FK
59,Fvb2,2900001,2950000,50000,*,7109,54813,0.0235647350210335,CHG,AK_FK
60,Fvb2,2950001,3000000,50000,*,4945,47022,0.00437928070156836,CHG,AK_FK
61,Fvb2,3000001,3050000,50000,*,11715,50421,0.0728457016076602,CHG,AK_FK
62,Fvb2,3050001,3100000,50000,*,11278,46085,0.00570344185992469,CHG,AK_FK
63,Fvb2,3100001,3150000,50000,*,8223,50665,0.0230394277429782,CHG,AK_FK
64,Fvb2,3150001,3200000,50000,*,15361,43850,0.0237789558828754,CHG,AK_FK
65,Fvb2,3200001,3250000,50000,*,5057,50978,0.0164510780285504,CHG,AK_FK
66,Fvb2,3250001,3300000,50000,*,2238,54452,-0.0018695654848092,CHG,AK_FK
67,Fvb2,3300001,3350000,50000,*,8796,51945,0.0306420008311672,CHG,AK_FK
68,Fvb2,3350001,3400000,50000,*,5017,52135,0.0161761068318378,CHG,AK_FK
69,Fvb2,3400001,3450000,50000,*,9680,56903,0.0277959308777061,CHG,AK_FK
70,Fvb2,3450001,3500000,50000,*,10951,39714,0.048706413652212,CHG,AK_FK
