,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CHH.Fvb4,context,group
1,Fvb4,1,50000,50000,*,2429,100165,-0.00802041688937062,CHH,AK_FK
2,Fvb4,50001,100000,50000,*,5338,72948,-0.0112727479124269,CHH,AK_FK
3,Fvb4,100001,150000,50000,*,3786,85199,-0.01645144196872,CHH,AK_FK
4,Fvb4,150001,200000,50000,*,2649,79145,-0.0122339050457381,CHH,AK_FK
5,Fvb4,200001,250000,50000,*,2868,97576,-0.00554904224070885,CHH,AK_FK
6,Fvb4,250001,300000,50000,*,3698,95247,-0.00384333030751703,CHH,AK_FK
7,Fvb4,300001,350000,50000,*,2410,92742,-0.00701435482390923,CHH,AK_FK
8,Fvb4,350001,400000,50000,*,2481,91631,-0.00282566017934325,CHH,AK_FK
9,Fvb4,400001,450000,50000,*,2136,97076,-0.0117515069141981,CHH,AK_FK
10,Fvb4,450001,500000,50000,*,2193,116054,-0.00832334422204792,CHH,AK_FK
11,Fvb4,500001,550000,50000,*,4402,72306,-0.00203123907615536,CHH,AK_FK
12,Fvb4,550001,600000,50000,*,3737,90238,-0.00732441875627781,CHH,AK_FK
13,Fvb4,600001,650000,50000,*,3015,94991,-0.00690012166121834,CHH,AK_FK
14,Fvb4,650001,700000,50000,*,3354,81938,-0.0107784889850365,CHH,AK_FK
15,Fvb4,700001,750000,50000,*,3123,96142,-0.00702691306315608,CHH,AK_FK
16,Fvb4,750001,800000,50000,*,2214,71820,-0.0197967012080431,CHH,AK_FK
17,Fvb4,800001,850000,50000,*,111,5080,-0.0450966880774983,CHH,AK_FK
18,Fvb4,850001,900000,50000,*,75,940,-0.0205119666005049,CHH,AK_FK
19,Fvb4,900001,950000,50000,*,107,1154,0.00099509115503138,CHH,AK_FK
20,Fvb4,950001,1000000,50000,*,3669,92910,-0.00774999845033841,CHH,AK_FK
21,Fvb4,1000001,1050000,50000,*,3229,94446,-0.00611385488113497,CHH,AK_FK
22,Fvb4,1050001,1100000,50000,*,2916,95004,-0.00791229366670153,CHH,AK_FK
23,Fvb4,1100001,1150000,50000,*,1889,71803,-0.0151667773046067,CHH,AK_FK
24,Fvb4,1150001,1200000,50000,*,2345,57557,-0.0287821980975563,CHH,AK_FK
25,Fvb4,1200001,1250000,50000,*,4334,61114,-0.0272563944122329,CHH,AK_FK
26,Fvb4,1250001,1300000,50000,*,2218,80865,-0.0212108961235765,CHH,AK_FK
27,Fvb4,1300001,1350000,50000,*,2088,84989,-0.0149994819886441,CHH,AK_FK
28,Fvb4,1350001,1400000,50000,*,2232,109143,-0.00934490717755485,CHH,AK_FK
29,Fvb4,1400001,1450000,50000,*,3238,102250,-0.00393786737053475,CHH,AK_FK
30,Fvb4,1450001,1500000,50000,*,3540,98459,-0.0101880298620118,CHH,AK_FK
31,Fvb4,1500001,1550000,50000,*,4124,101630,-0.00890743191161947,CHH,AK_FK
32,Fvb4,1550001,1600000,50000,*,2409,101895,-0.00816382415543549,CHH,AK_FK
33,Fvb4,1600001,1650000,50000,*,3686,79251,-0.00447265411133892,CHH,AK_FK
34,Fvb4,1650001,1700000,50000,*,5691,87222,-0.000479511866538912,CHH,AK_FK
35,Fvb4,1700001,1750000,50000,*,4223,66642,-0.00438159292748963,CHH,AK_FK
36,Fvb4,1750001,1800000,50000,*,2936,99166,-0.00245729348051829,CHH,AK_FK
37,Fvb4,1800001,1850000,50000,*,4413,78724,-0.00430342741664854,CHH,AK_FK
38,Fvb4,1850001,1900000,50000,*,4518,54942,-0.0220134619670741,CHH,AK_FK
39,Fvb4,1900001,1950000,50000,*,3803,84100,-0.00531178309138822,CHH,AK_FK
40,Fvb4,1950001,2000000,50000,*,5751,63107,0.00835357834096476,CHH,AK_FK
41,Fvb4,2000001,2050000,50000,*,4129,97695,-0.00492087265307741,CHH,AK_FK
42,Fvb4,2050001,2100000,50000,*,3745,94617,-0.00823374146361876,CHH,AK_FK
43,Fvb4,2100001,2150000,50000,*,4811,100365,-0.00586906078542206,CHH,AK_FK
44,Fvb4,2150001,2200000,50000,*,5409,81621,0.00686600857757487,CHH,AK_FK
45,Fvb4,2200001,2250000,50000,*,3920,88811,-0.00167734867800323,CHH,AK_FK
46,Fvb4,2250001,2300000,50000,*,2943,102432,-0.00139046488002635,CHH,AK_FK
47,Fvb4,2300001,2350000,50000,*,3966,69979,-0.0003059946619339,CHH,AK_FK
48,Fvb4,2350001,2400000,50000,*,4516,81015,-0.00736279932910475,CHH,AK_FK
49,Fvb4,2400001,2450000,50000,*,3833,61227,-0.00108234039561739,CHH,AK_FK
50,Fvb4,2450001,2500000,50000,*,3893,100203,-0.00480309730524566,CHH,AK_FK
51,Fvb4,2500001,2550000,50000,*,1541,101827,-0.00442145812709325,CHH,AK_FK
52,Fvb4,2550001,2600000,50000,*,3122,90013,-0.0105873820018112,CHH,AK_FK
53,Fvb4,2600001,2650000,50000,*,2649,73069,-0.0126201704535211,CHH,AK_FK
54,Fvb4,2650001,2700000,50000,*,3598,79795,-0.00985206499009063,CHH,AK_FK
55,Fvb4,2700001,2750000,50000,*,4809,55488,-0.00510791789664912,CHH,AK_FK
56,Fvb4,2750001,2800000,50000,*,3212,88746,-0.0203039946035286,CHH,AK_FK
57,Fvb4,2800001,2850000,50000,*,3053,98521,-0.00566559836939485,CHH,AK_FK
58,Fvb4,2850001,2900000,50000,*,1915,71236,-0.00769069638209427,CHH,AK_FK
59,Fvb4,2900001,2950000,50000,*,5925,88065,-0.00334858186000017,CHH,AK_FK
60,Fvb4,2950001,3000000,50000,*,3966,43014,-0.0101445647042573,CHH,AK_FK
61,Fvb4,3000001,3050000,50000,*,2897,32251,-0.00345212521727976,CHH,AK_FK
62,Fvb4,3050001,3100000,50000,*,3047,89571,-0.010331462633784,CHH,AK_FK
63,Fvb4,3100001,3150000,50000,*,5700,74316,-0.00355616531753905,CHH,AK_FK
64,Fvb4,3150001,3200000,50000,*,4731,83624,-0.00196737179644056,CHH,AK_FK
65,Fvb4,3200001,3250000,50000,*,1104,110772,-0.00338579035714375,CHH,AK_FK
66,Fvb4,3250001,3300000,50000,*,1529,92777,-0.00738558452686045,CHH,AK_FK
67,Fvb4,3300001,3350000,50000,*,4696,82522,-0.00876727724889473,CHH,AK_FK
68,Fvb4,3350001,3400000,50000,*,2397,98213,-0.00972362202028208,CHH,AK_FK
69,Fvb4,3400001,3450000,50000,*,2423,88234,-0.00949453658333107,CHH,AK_FK
70,Fvb4,3450001,3500000,50000,*,4036,76853,-0.0114421952482924,CHH,AK_FK
71,Fvb4,3500001,3550000,50000,*,4973,90444,-0.00452085034524311,CHH,AK_FK
72,Fvb4,3550001,3600000,50000,*,2581,92403,-0.000326446909911585,CHH,AK_FK
73,Fvb4,3600001,3650000,50000,*,4221,91245,-0.010269578099537,CHH,AK_FK
74,Fvb4,3650001,3700000,50000,*,4001,91334,-0.00744282395986812,CHH,AK_FK
