,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CHG.Fvb4,context,group
1,Fvb4,1,50000,50000,*,2534,22883,-0.021176560116083,CHG,AK_FK
2,Fvb4,50001,100000,50000,*,6103,15067,-0.0167654083946523,CHG,AK_FK
3,Fvb4,100001,150000,50000,*,5311,21242,-0.0634877326436534,CHG,AK_FK
4,Fvb4,150001,200000,50000,*,3639,18630,-0.016787906245917,CHG,AK_FK
5,Fvb4,200001,250000,50000,*,3013,22349,-0.0147522825001458,CHG,AK_FK
6,Fvb4,250001,300000,50000,*,3718,22092,-0.0284840964168895,CHG,AK_FK
7,Fvb4,300001,350000,50000,*,2849,22715,-0.0126772569036002,CHG,AK_FK
8,Fvb4,350001,400000,50000,*,2392,19875,0.0425730720922085,CHG,AK_FK
9,Fvb4,400001,450000,50000,*,1817,20488,-0.0230993273353316,CHG,AK_FK
10,Fvb4,450001,500000,50000,*,1171,25633,-0.0157017791977367,CHG,AK_FK
11,Fvb4,500001,550000,50000,*,3810,16043,0.0215923081985651,CHG,AK_FK
12,Fvb4,550001,600000,50000,*,2936,19761,-0.00733503448455183,CHG,AK_FK
13,Fvb4,600001,650000,50000,*,1534,19780,-0.0270404870198384,CHG,AK_FK
14,Fvb4,650001,700000,50000,*,4554,18810,-0.00798631672592962,CHG,AK_FK
15,Fvb4,700001,750000,50000,*,2829,23114,-0.00654538996648804,CHG,AK_FK
16,Fvb4,750001,800000,50000,*,1150,15634,-0.0729088274539403,CHG,AK_FK
17,Fvb4,800001,850000,50000,*,220,1154,-0.226146166780329,CHG,AK_FK
18,Fvb4,850001,900000,50000,*,166,233,-0.016038034968898,CHG,AK_FK
19,Fvb4,900001,950000,50000,*,120,358,-0.391100546545574,CHG,AK_FK
20,Fvb4,950001,1000000,50000,*,2667,21021,-0.0110340674007354,CHG,AK_FK
21,Fvb4,1000001,1050000,50000,*,2829,20858,-0.0140733765710793,CHG,AK_FK
22,Fvb4,1050001,1100000,50000,*,3436,21523,-0.0150810606028938,CHG,AK_FK
23,Fvb4,1100001,1150000,50000,*,1375,17114,-0.061389888576967,CHG,AK_FK
24,Fvb4,1150001,1200000,50000,*,2299,11261,-0.122444920836464,CHG,AK_FK
25,Fvb4,1200001,1250000,50000,*,5766,14680,-0.0991754164325637,CHG,AK_FK
26,Fvb4,1250001,1300000,50000,*,3178,19410,-0.0921735992756015,CHG,AK_FK
27,Fvb4,1300001,1350000,50000,*,1833,18995,-0.0674024465827416,CHG,AK_FK
28,Fvb4,1350001,1400000,50000,*,2361,27702,-0.0250556644371583,CHG,AK_FK
29,Fvb4,1400001,1450000,50000,*,3305,23885,0.00836928074792415,CHG,AK_FK
