,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CHH.Fvb4,context,group
1,Fvb4,1,50000,50000,*,2296,133781,-0.00317219476261056,CHH,AL_FL
2,Fvb4,50001,100000,50000,*,3271,93286,-0.0198395807669188,CHH,AL_FL
3,Fvb4,100001,150000,50000,*,3283,111706,-0.0259729227345969,CHH,AL_FL
4,Fvb4,150001,200000,50000,*,1970,93552,-0.00896919610862112,CHH,AL_FL
5,Fvb4,200001,250000,50000,*,2181,120450,-0.00786251680527101,CHH,AL_FL
6,Fvb4,250001,300000,50000,*,2597,116688,-0.0134988082553695,CHH,AL_FL
7,Fvb4,300001,350000,50000,*,1566,110401,-0.0119795290377186,CHH,AL_FL
8,Fvb4,350001,400000,50000,*,1861,108559,-0.00164020490845761,CHH,AL_FL
9,Fvb4,400001,450000,50000,*,1512,117283,-0.00147200450836607,CHH,AL_FL
10,Fvb4,450001,500000,50000,*,1849,135675,-0.00400153139464501,CHH,AL_FL
11,Fvb4,500001,550000,50000,*,2666,88745,-0.0020832232539117,CHH,AL_FL
12,Fvb4,550001,600000,50000,*,3058,111200,-0.00168855808523059,CHH,AL_FL
13,Fvb4,600001,650000,50000,*,2006,111128,0.000115911320381495,CHH,AL_FL
14,Fvb4,650001,700000,50000,*,2294,93105,-0.00129156136566221,CHH,AL_FL
15,Fvb4,700001,750000,50000,*,2184,114342,-0.0032743408391666,CHH,AL_FL
16,Fvb4,750001,800000,50000,*,1459,83387,-0.00357582007779002,CHH,AL_FL
17,Fvb4,800001,850000,50000,*,93,5451,-0.0324778337315352,CHH,AL_FL
18,Fvb4,850001,900000,50000,*,54,1124,-0.0925386468270441,CHH,AL_FL
19,Fvb4,900001,950000,50000,*,60,1157,-0.0293245709259259,CHH,AL_FL
20,Fvb4,950001,1000000,50000,*,2330,108373,-0.00288425574836089,CHH,AL_FL
21,Fvb4,1000001,1050000,50000,*,2207,109941,-0.00427701964911302,CHH,AL_FL
22,Fvb4,1050001,1100000,50000,*,1985,114219,-0.00595161130592021,CHH,AL_FL
23,Fvb4,1100001,1150000,50000,*,1464,84374,-0.00987577574665424,CHH,AL_FL
24,Fvb4,1150001,1200000,50000,*,1450,68009,-0.0204933870625696,CHH,AL_FL
