,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CG.Fvb7,context,group
1,Fvb7,1,50000,50000,*,138,223,0.0610833208390693,CG,AK_FK
2,Fvb7,50001,100000,50000,*,0,0,0,CG,AK_FK
3,Fvb7,100001,150000,50000,*,0,0,0,CG,AK_FK
4,Fvb7,150001,200000,50000,*,0,0,0,CG,AK_FK
5,Fvb7,200001,250000,50000,*,0,0,0,CG,AK_FK
6,Fvb7,250001,300000,50000,*,0,0,0,CG,AK_FK
7,Fvb7,300001,350000,50000,*,0,0,0,CG,AK_FK
8,Fvb7,350001,400000,50000,*,0,0,0,CG,AK_FK
9,Fvb7,400001,450000,50000,*,0,0,0,CG,AK_FK
10,Fvb7,450001,500000,50000,*,0,0,0,CG,AK_FK
11,Fvb7,500001,550000,50000,*,0,0,0,CG,AK_FK
12,Fvb7,550001,600000,50000,*,10,10,NA,CG,AK_FK
13,Fvb7,600001,650000,50000,*,7449,10963,0.00707708484380942,CG,AK_FK
14,Fvb7,650001,700000,50000,*,6620,11340,-0.057975382332055,CG,AK_FK
15,Fvb7,700001,750000,50000,*,7426,10722,-0.0318689189899924,CG,AK_FK
16,Fvb7,750001,800000,50000,*,6896,15175,0.0105020665605013,CG,AK_FK
17,Fvb7,800001,850000,50000,*,11363,14886,-0.018878841250347,CG,AK_FK
18,Fvb7,850001,900000,50000,*,4491,10239,-0.0498376544806479,CG,AK_FK
19,Fvb7,900001,950000,50000,*,10350,13372,-0.0545365855322331,CG,AK_FK
20,Fvb7,950001,1000000,50000,*,8235,10170,0.00101818997798131,CG,AK_FK
21,Fvb7,1000001,1050000,50000,*,8226,13097,-0.0376553945140002,CG,AK_FK
22,Fvb7,1050001,1100000,50000,*,7120,11626,-0.0726010166954599,CG,AK_FK
23,Fvb7,1100001,1150000,50000,*,9667,15850,-0.0494250433710659,CG,AK_FK
24,Fvb7,1150001,1200000,50000,*,6646,12241,0.00593305148754297,CG,AK_FK
25,Fvb7,1200001,1250000,50000,*,6553,10306,-0.0780645871993493,CG,AK_FK
26,Fvb7,1250001,1300000,50000,*,9393,11641,-0.023331803393302,CG,AK_FK
27,Fvb7,1300001,1350000,50000,*,7299,16291,-0.0439492316345558,CG,AK_FK
28,Fvb7,1350001,1400000,50000,*,7260,12323,-0.0086549071217451,CG,AK_FK
29,Fvb7,1400001,1450000,50000,*,6514,13715,0.0154487666603036,CG,AK_FK
30,Fvb7,1450001,1500000,50000,*,6032,12199,-0.0577806334536355,CG,AK_FK
31,Fvb7,1500001,1550000,50000,*,6227,11418,0.0227939841298211,CG,AK_FK
32,Fvb7,1550001,1600000,50000,*,6264,14291,-0.077669448392896,CG,AK_FK
33,Fvb7,1600001,1650000,50000,*,7545,15259,-0.00185723562110368,CG,AK_FK
34,Fvb7,1650001,1700000,50000,*,7691,13394,0.0479931013475904,CG,AK_FK
35,Fvb7,1700001,1750000,50000,*,10023,15637,0.0116523447193703,CG,AK_FK
