,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CHH.Fvb5,context,group
1,Fvb5,1,50000,50000,*,6489,74950,-0.0150640690349124,CHH,AK_FK
2,Fvb5,50001,100000,50000,*,2774,86383,-0.0101874720436968,CHH,AK_FK
3,Fvb5,100001,150000,50000,*,1593,121413,-0.00485280505121419,CHH,AK_FK
4,Fvb5,150001,200000,50000,*,2393,105351,-0.0072442359189889,CHH,AK_FK
5,Fvb5,200001,250000,50000,*,1305,110782,-0.00563479574973528,CHH,AK_FK
6,Fvb5,250001,300000,50000,*,1062,115091,-0.00292824705061987,CHH,AK_FK
7,Fvb5,300001,350000,50000,*,802,109103,-0.00152142624580266,CHH,AK_FK
8,Fvb5,350001,400000,50000,*,943,118119,-0.00392228294338491,CHH,AK_FK
9,Fvb5,400001,450000,50000,*,933,117225,-0.00384559514975781,CHH,AK_FK
10,Fvb5,450001,500000,50000,*,1225,112076,-0.00615307759505369,CHH,AK_FK
11,Fvb5,500001,550000,50000,*,1200,110913,-0.000371311325715329,CHH,AK_FK
12,Fvb5,550001,600000,50000,*,2283,93175,-0.00732184522693949,CHH,AK_FK
13,Fvb5,600001,650000,50000,*,12008,77471,-0.0671849610734696,CHH,AK_FK
14,Fvb5,650001,700000,50000,*,1410,101478,0.0014051988975307,CHH,AK_FK
15,Fvb5,700001,750000,50000,*,1684,102864,-0.00538971018518462,CHH,AK_FK
16,Fvb5,750001,800000,50000,*,2928,119699,-0.00845191797607848,CHH,AK_FK
17,Fvb5,800001,850000,50000,*,2013,106274,-0.00438909128512687,CHH,AK_FK
18,Fvb5,850001,900000,50000,*,1825,94757,-0.0091250159966008,CHH,AK_FK
19,Fvb5,900001,950000,50000,*,1720,110881,-0.00242674996642678,CHH,AK_FK
20,Fvb5,950001,1000000,50000,*,1521,62728,-0.0336259094534612,CHH,AK_FK
21,Fvb5,1000001,1050000,50000,*,3717,44350,-0.0225751854910563,CHH,AK_FK
22,Fvb5,1050001,1100000,50000,*,2456,101588,-0.0055219826930982,CHH,AK_FK
23,Fvb5,1100001,1150000,50000,*,2692,102169,-0.00201894019356787,CHH,AK_FK
24,Fvb5,1150001,1200000,50000,*,1771,107338,-0.00456341319585415,CHH,AK_FK
25,Fvb5,1200001,1250000,50000,*,9943,105882,-0.0570845482510585,CHH,AK_FK
26,Fvb5,1250001,1300000,50000,*,2053,112661,-0.0017921157527464,CHH,AK_FK
27,Fvb5,1300001,1350000,50000,*,2554,100429,-0.00769669524340133,CHH,AK_FK
28,Fvb5,1350001,1400000,50000,*,1530,114426,-0.00376775149265886,CHH,AK_FK
29,Fvb5,1400001,1450000,50000,*,1076,104565,-0.00264297384473792,CHH,AK_FK
30,Fvb5,1450001,1500000,50000,*,3451,82879,-0.0162309351810487,CHH,AK_FK
31,Fvb5,1500001,1550000,50000,*,867,96005,-0.00714280280161895,CHH,AK_FK
32,Fvb5,1550001,1600000,50000,*,1179,88510,-0.00883049819269179,CHH,AK_FK
33,Fvb5,1600001,1650000,50000,*,1348,76208,-0.00708599186607265,CHH,AK_FK
34,Fvb5,1650001,1700000,50000,*,2141,80170,0.000978949215225736,CHH,AK_FK
35,Fvb5,1700001,1750000,50000,*,927,102994,-0.00308675247376865,CHH,AK_FK
36,Fvb5,1750001,1800000,50000,*,1381,108325,-0.00327318515178794,CHH,AK_FK
37,Fvb5,1800001,1850000,50000,*,3478,99564,-0.00433351958148161,CHH,AK_FK
38,Fvb5,1850001,1900000,50000,*,4440,96161,-0.00613985693862978,CHH,AK_FK
39,Fvb5,1900001,1950000,50000,*,1098,105317,-0.00282406655112082,CHH,AK_FK
40,Fvb5,1950001,2000000,50000,*,2978,104369,-0.00764526648213613,CHH,AK_FK
41,Fvb5,2000001,2050000,50000,*,2563,87480,0.00751866724792679,CHH,AK_FK
42,Fvb5,2050001,2100000,50000,*,1524,117241,-0.00460736719194629,CHH,AK_FK
43,Fvb5,2100001,2150000,50000,*,1313,81860,-0.00230083017580579,CHH,AK_FK
44,Fvb5,2150001,2200000,50000,*,1608,104669,-0.00487968517060013,CHH,AK_FK
45,Fvb5,2200001,2250000,50000,*,1752,104536,-0.00459124331559284,CHH,AK_FK
46,Fvb5,2250001,2300000,50000,*,1159,71979,-0.0266361252665864,CHH,AK_FK
47,Fvb5,2300001,2350000,50000,*,1811,93045,0.00491332300959527,CHH,AK_FK
48,Fvb5,2350001,2400000,50000,*,2062,97954,-0.000229388466655839,CHH,AK_FK
49,Fvb5,2400001,2450000,50000,*,1358,88901,-0.0077010369609451,CHH,AK_FK
50,Fvb5,2450001,2500000,50000,*,3021,94831,-0.00770778008364674,CHH,AK_FK
51,Fvb5,2500001,2550000,50000,*,5026,98098,-0.00890659796494413,CHH,AK_FK
52,Fvb5,2550001,2600000,50000,*,2514,108199,-0.00473662150620891,CHH,AK_FK
53,Fvb5,2600001,2650000,50000,*,3435,96264,0.00167441430086383,CHH,AK_FK
54,Fvb5,2650001,2700000,50000,*,1061,117382,-0.00354210092019991,CHH,AK_FK
55,Fvb5,2700001,2750000,50000,*,2481,97720,-0.00811188570075616,CHH,AK_FK
56,Fvb5,2750001,2800000,50000,*,3640,97252,-0.0152334233167371,CHH,AK_FK
57,Fvb5,2800001,2850000,50000,*,17705,104886,-0.0584500057550384,CHH,AK_FK
58,Fvb5,2850001,2900000,50000,*,2101,94595,9.28993726479477e-05,CHH,AK_FK
59,Fvb5,2900001,2950000,50000,*,1918,104251,-0.00529216001016318,CHH,AK_FK
60,Fvb5,2950001,3000000,50000,*,1132,105560,-0.00335052032657161,CHH,AK_FK
61,Fvb5,3000001,3050000,50000,*,2297,95242,-0.00246617456587667,CHH,AK_FK
