,seqnames,start,end,width,strand,sumReadsM,sumReadsN,Propdiff.CG.Fvb6,context,group
1,Fvb6,1,50000,50000,*,8630,16516,0.00802998825524182,CG,AK_FK
2,Fvb6,50001,100000,50000,*,3911,13783,-0.0360767966238973,CG,AK_FK
3,Fvb6,100001,150000,50000,*,5203,14958,0.0119693624006826,CG,AK_FK
4,Fvb6,150001,200000,50000,*,7381,11741,-0.0619655507081337,CG,AK_FK
5,Fvb6,200001,250000,50000,*,3405,5714,-0.185047585712619,CG,AK_FK
6,Fvb6,250001,300000,50000,*,3714,17094,0.00688875424745178,CG,AK_FK
7,Fvb6,300001,350000,50000,*,3433,15919,0.00927949110692261,CG,AK_FK
8,Fvb6,350001,400000,50000,*,2657,13170,-0.0165332498065547,CG,AK_FK
9,Fvb6,400001,450000,50000,*,12126,17719,-0.0388193758995821,CG,AK_FK
10,Fvb6,450001,500000,50000,*,5933,13020,0.14143188213373,CG,AK_FK
11,Fvb6,500001,550000,50000,*,4198,16106,0.0257386824570932,CG,AK_FK
12,Fvb6,550001,600000,50000,*,3088,17629,-0.00678128429617245,CG,AK_FK
13,Fvb6,600001,650000,50000,*,1954,22004,-0.0128838192697022,CG,AK_FK
14,Fvb6,650001,700000,50000,*,2034,9300,0.0458375270584601,CG,AK_FK
15,Fvb6,700001,750000,50000,*,5831,12401,0.00783842440732757,CG,AK_FK
16,Fvb6,750001,800000,50000,*,6990,15637,0.00852108671293306,CG,AK_FK
17,Fvb6,800001,850000,50000,*,2052,16248,-0.00641770575808395,CG,AK_FK
18,Fvb6,850001,900000,50000,*,5084,14378,0.00229245378174531,CG,AK_FK
19,Fvb6,900001,950000,50000,*,6639,16887,0.0526122095851749,CG,AK_FK
20,Fvb6,950001,1000000,50000,*,4249,11852,0.047303016570553,CG,AK_FK
21,Fvb6,1000001,1050000,50000,*,5518,11401,-0.0117253881479649,CG,AK_FK
22,Fvb6,1050001,1100000,50000,*,15235,18241,-0.0294975939120096,CG,AK_FK
23,Fvb6,1100001,1150000,50000,*,5918,16147,-0.000968327928055568,CG,AK_FK
24,Fvb6,1150001,1200000,50000,*,6376,15160,0.0867106197949245,CG,AK_FK
25,Fvb6,1200001,1250000,50000,*,3912,15706,-0.00615475179289707,CG,AK_FK
26,Fvb6,1250001,1300000,50000,*,4902,14722,0.0110855418286474,CG,AK_FK
27,Fvb6,1300001,1350000,50000,*,2556,17198,0.020200283590476,CG,AK_FK
28,Fvb6,1350001,1400000,50000,*,3692,13030,0.0591758560417567,CG,AK_FK
29,Fvb6,1400001,1450000,50000,*,4757,11146,-0.0299541552817449,CG,AK_FK
30,Fvb6,1450001,1500000,50000,*,3684,15210,-0.0186821570900334,CG,AK_FK
31,Fvb6,1500001,1550000,50000,*,4124,16372,-0.0142579303876121,CG,AK_FK
32,Fvb6,1550001,1600000,50000,*,1207,5461,0.027795161328483,CG,AK_FK
33,Fvb6,1600001,1650000,50000,*,3978,15784,-0.0192028307770702,CG,AK_FK
34,Fvb6,1650001,1700000,50000,*,4217,13056,0.0991004501486081,CG,AK_FK
35,Fvb6,1700001,1750000,50000,*,4558,15060,0.0288641902783062,CG,AK_FK
36,Fvb6,1750001,1800000,50000,*,3529,15687,0.0236058793819247,CG,AK_FK
37,Fvb6,1800001,1850000,50000,*,3676,13046,0.0231323682621106,CG,AK_FK
38,Fvb6,1850001,1900000,50000,*,2991,16001,0.00579624903011669,CG,AK_FK
39,Fvb6,1900001,1950000,50000,*,2653,15550,-0.00864909879040029,CG,AK_FK
40,Fvb6,1950001,2000000,50000,*,6489,25161,-0.00334216235159318,CG,AK_FK
41,Fvb6,2000001,2050000,50000,*,5098,18652,0.0204016599314429,CG,AK_FK
42,Fvb6,2050001,2100000,50000,*,4218,19624,0.00321415959726407,CG,AK_FK
43,Fvb6,2100001,2150000,50000,*,8927,14141,0.0318558725530067,CG,AK_FK
44,Fvb6,2150001,2200000,50000,*,6022,11676,-0.000876956440067578,CG,AK_FK
45,Fvb6,2200001,2250000,50000,*,5445,12524,-0.00175602681831682,CG,AK_FK
46,Fvb6,2250001,2300000,50000,*,4685,16999,0.0286263752800977,CG,AK_FK
47,Fvb6,2300001,2350000,50000,*,5591,15081,0.00213728765578369,CG,AK_FK
48,Fvb6,2350001,2400000,50000,*,3906,8348,0.0322044151373191,CG,AK_FK
49,Fvb6,2400001,2450000,50000,*,5320,11910,-0.0392264696133122,CG,AK_FK
50,Fvb6,2450001,2500000,50000,*,279,1165,-0.147611795652776,CG,AK_FK
51,Fvb6,2500001,2550000,50000,*,2399,8015,-0.0751901028562397,CG,AK_FK
52,Fvb6,2550001,2600000,50000,*,3780,8848,-0.0232018629532736,CG,AK_FK
53,Fvb6,2600001,2650000,50000,*,6012,13916,0.047324363671938,CG,AK_FK
54,Fvb6,2650001,2700000,50000,*,4248,14182,0.0273439159473066,CG,AK_FK
55,Fvb6,2700001,2750000,50000,*,3859,16137,0.029963246427792,CG,AK_FK
56,Fvb6,2750001,2800000,50000,*,2787,13852,0.0120579752942564,CG,AK_FK
57,Fvb6,2800001,2850000,50000,*,1229,3376,0.0329715820701132,CG,AK_FK
58,Fvb6,2850001,2900000,50000,*,391,4144,-0.165902136103375,CG,AK_FK
59,Fvb6,2900001,2950000,50000,*,3742,12993,-0.0343309328963476,CG,AK_FK
60,Fvb6,2950001,3000000,50000,*,3700,14184,-0.0251334080697913,CG,AK_FK
61,Fvb6,3000001,3050000,50000,*,6527,15422,0.0063436891194365,CG,AK_FK
62,Fvb6,3050001,3100000,50000,*,2173,14260,-0.00337115261413462,CG,AK_FK
63,Fvb6,3100001,3150000,50000,*,2850,9521,-0.0183472847197347,CG,AK_FK
64,Fvb6,3150001,3200000,50000,*,11668,16211,-0.0531700741341683,CG,AK_FK
65,Fvb6,3200001,3250000,50000,*,3741,15452,0.00211462335200266,CG,AK_FK
66,Fvb6,3250001,3300000,50000,*,4518,17292,0.00898552587663404,CG,AK_FK
67,Fvb6,3300001,3350000,50000,*,6633,13544,-0.0527750484042345,CG,AK_FK
68,Fvb6,3350001,3400000,50000,*,6519,11174,0.0251848179675405,CG,AK_FK
69,Fvb6,3400001,3450000,50000,*,5073,15879,0.00306208502377664,CG,AK_FK
70,Fvb6,3450001,3500000,50000,*,5011,14021,0.0126823324120737,CG,AK_FK
71,Fvb6,3500001,3550000,50000,*,6169,16499,-0.000668998162754397,CG,AK_FK
72,Fvb6,3550001,3600000,50000,*,3915,15682,0.0267910086035358,CG,AK_FK
73,Fvb6,3600001,3650000,50000,*,8288,15253,0.00810132154535481,CG,AK_FK
74,Fvb6,3650001,3700000,50000,*,6928,14153,0.145749123615942,CG,AK_FK
